geoid_x,name,total_population,under_18_population,age_65_plus_population,asian_alone_population,black_alone_population,hispanic_or_latino_population,white_alone_population,median_household_income,households_total,households_no_vehicle,households_no_vehicle_pct,poverty_rate_pct,tract,block_group,pct_under_18,pct_65_plus,pct_hispanic,pct_asian,tract_geoid,geoid_y,food_biz_count,food_biz_per_1k,access_score,access_class,tract_lat,tract_lon
060855035101,Block Group 1; Census Tract 5035.10; Santa Clara County; California,1889,529,63,161,3,1476,268,122098,0,0,,,503510,1,28.0,3.3,78.1,8.5,06085503510,06085503510,20,4.68,5,moderate,37.3494389,-121.8196391
060855035102,Block Group 2; Census Tract 5035.10; Santa Clara County; California,789,89,100,288,0,301,163,184444,0,0,,,503510,2,11.3,12.7,38.1,36.5,06085503510,06085503510,20,4.68,5,moderate,37.3494389,-121.8196391
060855035103,Block Group 3; Census Tract 5035.10; Santa Clara County; California,1592,323,281,408,0,966,172,122300,0,0,,,503510,3,20.3,17.7,60.7,25.6,06085503510,06085503510,20,4.68,5,moderate,37.3494389,-121.8196391
060855035111,Block Group 1; Census Tract 5035.11; Santa Clara County; California,1672,326,378,1045,103,499,64,136111,0,0,,,503511,1,19.5,22.6,29.8,62.5,06085503511,06085503511,2,0.56,9,highly_underserved,37.3426023,-121.8140638
060855035112,Block Group 2; Census Tract 5035.11; Santa Clara County; California,1888,401,246,617,8,1096,197,108958,0,0,,,503511,2,21.2,13.0,58.1,32.7,06085503511,06085503511,2,0.56,9,highly_underserved,37.3426023,-121.8140638
060855036011,Block Group 1; Census Tract 5036.01; Santa Clara County; California,1538,275,249,387,47,869,235,120650,0,0,,,503601,1,17.9,16.2,56.5,25.2,06085503601,06085503601,23,6.53,8,underserved,37.3583268,-121.8661802
060855036012,Block Group 2; Census Tract 5036.01; Santa Clara County; California,1986,568,154,277,38,1238,643,90227,0,0,,,503601,2,28.6,7.8,62.3,13.9,06085503601,06085503601,23,6.53,8,underserved,37.3583268,-121.8661802
060855036021,Block Group 1; Census Tract 5036.02; Santa Clara County; California,1333,338,189,256,5,973,99,102759,0,0,,,503602,1,25.4,14.2,73.0,19.2,06085503602,06085503602,18,3.69,9,highly_underserved,37.344543,-121.8523293
060855036022,Block Group 2; Census Tract 5036.02; Santa Clara County; California,1932,399,477,798,18,1057,48,98750,0,0,,,503602,2,20.7,24.7,54.7,41.3,06085503602,06085503602,18,3.69,9,highly_underserved,37.344543,-121.8523293
060855036023,Block Group 3; Census Tract 5036.02; Santa Clara County; California,1611,532,196,473,82,1056,138,98304,0,0,,,503602,3,33.0,12.2,65.5,29.4,06085503602,06085503602,18,3.69,9,highly_underserved,37.344543,-121.8523293
060855037031,Block Group 1; Census Tract 5037.03; Santa Clara County; California,1642,404,231,321,0,1307,144,99583,0,0,,,503703,1,24.6,14.1,79.6,19.5,06085503703,06085503703,21,5.44,7,underserved,37.3456372,-121.8393992
060855037032,Block Group 2; Census Tract 5037.03; Santa Clara County; California,2216,445,216,602,128,1479,21,109444,0,0,,,503703,2,20.1,9.7,66.7,27.2,06085503703,06085503703,21,5.44,7,underserved,37.3456372,-121.8393992
060855037071,Block Group 1; Census Tract 5037.07; Santa Clara County; California,1732,238,214,672,64,951,209,128873,0,0,,,503707,1,13.7,12.4,54.9,38.8,06085503707,06085503707,9,1.93,9,highly_underserved,37.3578973,-121.8538129
060855037072,Block Group 2; Census Tract 5037.07; Santa Clara County; California,1821,396,289,1152,21,575,99,92054,0,0,,,503707,2,21.7,15.9,31.6,63.3,06085503707,06085503707,9,1.93,9,highly_underserved,37.3578973,-121.8538129
060855037073,Block Group 3; Census Tract 5037.07; Santa Clara County; California,1112,117,129,196,56,675,88,71600,0,0,,,503707,3,10.5,11.6,60.7,17.6,06085503707,06085503707,9,1.93,9,highly_underserved,37.3578973,-121.8538129
060855037081,Block Group 1; Census Tract 5037.08; Santa Clara County; California,2530,445,434,1703,2,521,212,103446,0,0,,,503708,1,17.6,17.2,20.6,67.3,06085503708,06085503708,25,9.88,9,highly_underserved,37.3694488,-121.8546251
060855037091,Block Group 1; Census Tract 5037.09; Santa Clara County; California,3855,1008,648,1948,322,1086,216,91696,0,0,,,503709,1,26.1,16.8,28.2,50.5,06085503709,06085503709,11,1.88,11,highly_underserved,37.3645486,-121.8620422
060855037092,Block Group 2; Census Tract 5037.09; Santa Clara County; California,887,117,281,561,0,208,89,46404,0,0,,,503709,2,13.2,31.7,23.4,63.2,06085503709,06085503709,11,1.88,11,highly_underserved,37.3645486,-121.8620422
060855037093,Block Group 3; Census Tract 5037.09; Santa Clara County; California,1120,50,366,1035,1,47,37,-666666666,0,0,,,503709,3,4.5,32.7,4.2,92.4,06085503709,06085503709,11,1.88,11,highly_underserved,37.3645486,-121.8620422
060855037101,Block Group 1; Census Tract 5037.10; Santa Clara County; California,1553,354,339,593,0,801,47,33750,0,0,,,503710,1,22.8,21.8,51.6,38.2,06085503710,06085503710,18,5.91,9,highly_underserved,37.3547002,-121.8469654
060855037102,Block Group 2; Census Tract 5037.10; Santa Clara County; California,1493,308,294,568,0,773,210,55769,0,0,,,503710,2,20.6,19.7,51.8,38.0,06085503710,06085503710,18,5.91,9,highly_underserved,37.3547002,-121.8469654
060855037111,Block Group 1; Census Tract 5037.11; Santa Clara County; California,789,144,51,387,1,351,42,79886,0,0,,,503711,1,18.3,6.5,44.5,49.0,06085503711,06085503711,10,2.49,8,underserved,37.3498677,-121.8443656
060855037112,Block Group 2; Census Tract 5037.11; Santa Clara County; California,1731,490,198,604,0,1104,158,108287,0,0,,,503711,2,28.3,11.4,63.8,34.9,06085503711,06085503711,10,2.49,8,underserved,37.3498677,-121.8443656
060855037113,Block Group 3; Census Tract 5037.11; Santa Clara County; California,1503,418,204,198,15,1213,73,113929,0,0,,,503711,3,27.8,13.6,80.7,13.2,06085503711,06085503711,10,2.49,8,underserved,37.3498677,-121.8443656
060855037121,Block Group 1; Census Tract 5037.12; Santa Clara County; California,772,190,74,371,0,389,12,76579,0,0,,,503712,1,24.6,9.6,50.4,48.1,06085503712,06085503712,10,2.65,11,highly_underserved,37.3622865,-121.8466432
060855037122,Block Group 2; Census Tract 5037.12; Santa Clara County; California,1165,239,310,351,35,759,71,46766,0,0,,,503712,2,20.5,26.6,65.2,30.1,06085503712,06085503712,10,2.65,11,highly_underserved,37.3622865,-121.8466432
060855037123,Block Group 3; Census Tract 5037.12; Santa Clara County; California,1833,262,646,1003,21,656,130,50160,0,0,,,503712,3,14.3,35.2,35.8,54.7,06085503712,06085503712,10,2.65,11,highly_underserved,37.3622865,-121.8466432
060855037131,Block Group 1; Census Tract 5037.13; Santa Clara County; California,2371,618,345,825,163,1326,110,68087,0,0,,,503713,1,26.1,14.6,55.9,34.8,06085503713,06085503713,2,0.65,12,highly_underserved,37.3647252,-121.841006
060855037132,Block Group 2; Census Tract 5037.13; Santa Clara County; California,711,236,44,207,0,475,29,85673,0,0,,,503713,2,33.2,6.2,66.8,29.1,06085503713,06085503713,2,0.65,12,highly_underserved,37.3647252,-121.841006
060855038021,Block Group 1; Census Tract 5038.02; Santa Clara County; California,1079,119,342,1031,0,12,48,236563,0,0,,,503802,1,11.0,31.7,1.1,95.6,06085503802,06085503802,9,1.18,10,highly_underserved,37.3842879,-121.8355147
060855038022,Block Group 2; Census Tract 5038.02; Santa Clara County; California,1936,468,186,658,124,941,145,113795,0,0,,,503802,2,24.2,9.6,48.6,34.0,06085503802,06085503802,9,1.18,10,highly_underserved,37.3842879,-121.8355147
060855038023,Block Group 3; Census Tract 5038.02; Santa Clara County; California,1437,299,242,395,58,714,291,117549,0,0,,,503802,3,20.8,16.8,49.7,27.5,06085503802,06085503802,9,1.18,10,highly_underserved,37.3842879,-121.8355147
060855038024,Block Group 4; Census Tract 5038.02; Santa Clara County; California,3195,998,508,979,1,1391,282,94091,0,0,,,503802,4,31.2,15.9,43.5,30.6,06085503802,06085503802,9,1.18,10,highly_underserved,37.3842879,-121.8355147
060855038031,Block Group 1; Census Tract 5038.03; Santa Clara County; California,2421,653,338,1097,26,1093,120,195156,0,0,,,503803,1,27.0,14.0,45.1,45.3,06085503803,06085503803,2,0.37,6,underserved,37.3835982,-121.8497624
060855038032,Block Group 2; Census Tract 5038.03; Santa Clara County; California,1520,314,198,965,95,405,172,149438,0,0,,,503803,2,20.7,13.0,26.6,63.5,06085503803,06085503803,2,0.37,6,underserved,37.3835982,-121.8497624
060855038033,Block Group 3; Census Tract 5038.03; Santa Clara County; California,1447,173,273,912,42,192,234,199625,0,0,,,503803,3,12.0,18.9,13.3,63.0,06085503803,06085503803,2,0.37,6,underserved,37.3835982,-121.8497624
060855038041,Block Group 1; Census Tract 5038.04; Santa Clara County; California,2279,345,508,1146,52,648,310,153611,0,0,,,503804,1,15.1,22.3,28.4,50.3,06085503804,06085503804,45,7.22,7,underserved,37.3759232,-121.8448761
060855038042,Block Group 2; Census Tract 5038.04; Santa Clara County; California,1735,200,174,829,87,852,35,79688,0,0,,,503804,2,11.5,10.0,49.1,47.8,06085503804,06085503804,45,7.22,7,underserved,37.3759232,-121.8448761
060855038043,Block Group 3; Census Tract 5038.04; Santa Clara County; California,2217,381,389,1629,93,185,353,169167,0,0,,,503804,3,17.2,17.5,8.3,73.5,06085503804,06085503804,45,7.22,7,underserved,37.3759232,-121.8448761
060855039021,Block Group 1; Census Tract 5039.02; Santa Clara County; California,1864,384,191,449,0,1229,278,130625,0,0,,,503902,1,20.6,10.2,65.9,24.1,06085503902,06085503902,12,1.94,7,underserved,37.3735315,-121.8283205
060855039022,Block Group 2; Census Tract 5039.02; Santa Clara County; California,1051,296,75,52,0,895,239,128813,0,0,,,503902,2,28.2,7.1,85.2,4.9,06085503902,06085503902,12,1.94,7,underserved,37.3735315,-121.8283205
060855039023,Block Group 3; Census Tract 5039.02; Santa Clara County; California,1580,191,332,763,0,655,296,136771,0,0,,,503902,3,12.1,21.0,41.5,48.3,06085503902,06085503902,12,1.94,7,underserved,37.3735315,-121.8283205
060855039024,Block Group 4; Census Tract 5039.02; Santa Clara County; California,1692,477,190,256,28,1119,327,96125,0,0,,,503902,4,28.2,11.2,66.1,15.1,06085503902,06085503902,12,1.94,7,underserved,37.3735315,-121.8283205
060855039031,Block Group 1; Census Tract 5039.03; Santa Clara County; California,1642,199,339,1014,6,377,228,128597,0,0,,,503903,1,12.1,20.6,23.0,61.8,06085503903,06085503903,13,4.47,7,underserved,37.3684579,-121.8355428
060855039032,Block Group 2; Census Tract 5039.03; Santa Clara County; California,1269,254,151,344,91,662,171,163023,0,0,,,503903,2,20.0,11.9,52.2,27.1,06085503903,06085503903,13,4.47,7,underserved,37.3684579,-121.8355428
060855040011,Block Group 1; Census Tract 5040.01; Santa Clara County; California,1596,390,182,208,11,1355,169,121359,0,0,,,504001,1,24.4,11.4,84.9,13.0,06085504001,06085504001,22,4.51,9,highly_underserved,37.358625,-121.8272151
060855040012,Block Group 2; Census Tract 5040.01; Santa Clara County; California,1869,226,358,671,0,1068,236,118750,0,0,,,504001,2,12.1,19.2,57.1,35.9,06085504001,06085504001,22,4.51,9,highly_underserved,37.358625,-121.8272151
060855040013,Block Group 3; Census Tract 5040.01; Santa Clara County; California,1408,236,242,358,37,922,125,59922,0,0,,,504001,3,16.8,17.2,65.5,25.4,06085504001,06085504001,22,4.51,9,highly_underserved,37.358625,-121.8272151
060855040021,Block Group 1; Census Tract 5040.02; Santa Clara County; California,2634,607,360,1056,17,1375,340,91573,0,0,,,504002,1,23.0,13.7,52.2,40.1,06085504002,06085504002,21,3.29,8,underserved,37.3546753,-121.8340275
060855040022,Block Group 2; Census Tract 5040.02; Santa Clara County; California,1545,508,82,158,0,1387,182,150764,0,0,,,504002,2,32.9,5.3,89.8,10.2,06085504002,06085504002,21,3.29,8,underserved,37.3546753,-121.8340275
060855040023,Block Group 3; Census Tract 5040.02; Santa Clara County; California,2197,339,224,972,0,1032,227,84702,0,0,,,504002,3,15.4,10.2,47.0,44.2,06085504002,06085504002,21,3.29,8,underserved,37.3546753,-121.8340275
060855041011,Block Group 1; Census Tract 5041.01; Santa Clara County; California,1287,170,288,396,29,756,263,154861,0,0,,,504101,1,13.2,22.4,58.7,30.8,06085504101,06085504101,7,1.93,6,underserved,37.3693439,-121.8203724
060855041012,Block Group 2; Census Tract 5041.01; Santa Clara County; California,1170,256,268,100,0,933,109,106406,0,0,,,504101,2,21.9,22.9,79.7,8.5,06085504101,06085504101,7,1.93,6,underserved,37.3693439,-121.8203724
060855041013,Block Group 3; Census Tract 5041.01; Santa Clara County; California,1171,244,212,387,10,495,236,144479,0,0,,,504101,3,20.8,18.1,42.3,33.0,06085504101,06085504101,7,1.93,6,underserved,37.3693439,-121.8203724
060855041021,Block Group 1; Census Tract 5041.02; Santa Clara County; California,2325,433,404,751,0,1378,215,188295,0,0,,,504102,1,18.6,17.4,59.3,32.3,06085504102,06085504102,17,3.22,6,underserved,37.3640803,-121.8149359
060855041022,Block Group 2; Census Tract 5041.02; Santa Clara County; California,1931,445,276,491,0,1095,208,157986,0,0,,,504102,2,23.0,14.3,56.7,25.4,06085504102,06085504102,17,3.22,6,underserved,37.3640803,-121.8149359
060855041023,Block Group 3; Census Tract 5041.02; Santa Clara County; California,1017,133,249,376,0,616,36,77283,0,0,,,504102,3,13.1,24.5,60.6,37.0,06085504102,06085504102,17,3.22,6,underserved,37.3640803,-121.8149359
060855042011,Block Group 1; Census Tract 5042.01; Santa Clara County; California,3041,733,412,959,118,589,1137,161553,0,0,,,504201,1,24.1,13.5,19.4,31.5,06085504201,06085504201,12,1.99,5,moderate,37.3845968,-121.8211354
060855042012,Block Group 2; Census Tract 5042.01; Santa Clara County; California,1596,302,397,922,22,195,361,250001,0,0,,,504201,2,18.9,24.9,12.2,57.8,06085504201,06085504201,12,1.99,5,moderate,37.3845968,-121.8211354
060855042013,Block Group 3; Census Tract 5042.01; Santa Clara County; California,1383,212,190,509,87,330,482,207143,0,0,,,504201,3,15.3,13.7,23.9,36.8,06085504201,06085504201,12,1.99,5,moderate,37.3845968,-121.8211354
060855042021,Block Group 1; Census Tract 5042.02; Santa Clara County; California,710,117,239,307,24,95,250,195227,0,0,,,504202,1,16.5,33.7,13.4,43.2,06085504202,06085504202,3,0.72,4,moderate,37.3764599,-121.7923207
060855042022,Block Group 2; Census Tract 5042.02; Santa Clara County; California,2082,364,380,620,79,827,556,228472,0,0,,,504202,2,17.5,18.3,39.7,29.8,06085504202,06085504202,3,0.72,4,moderate,37.3764599,-121.7923207
060855042023,Block Group 3; Census Tract 5042.02; Santa Clara County; California,1359,142,298,553,51,325,462,233026,0,0,,,504202,3,10.4,21.9,23.9,40.7,06085504202,06085504202,3,0.72,4,moderate,37.3764599,-121.7923207
060855043071,Block Group 1; Census Tract 5043.07; Santa Clara County; California,2487,509,312,1779,22,569,121,154322,0,0,,,504307,1,20.5,12.5,22.9,71.5,06085504307,06085504307,22,3.85,6,underserved,37.3907632,-121.8525385
060855043072,Block Group 2; Census Tract 5043.07; Santa Clara County; California,3229,660,670,1912,13,803,624,161184,0,0,,,504307,2,20.4,20.7,24.9,59.2,06085504307,06085504307,22,3.85,6,underserved,37.3907632,-121.8525385
060855043081,Block Group 1; Census Tract 5043.08; Santa Clara County; California,2007,487,239,1013,37,306,406,250001,0,0,,,504308,1,24.3,11.9,15.2,50.5,06085504308,06085504308,7,1.43,6,underserved,37.4093718,-121.8131628
060855043082,Block Group 2; Census Tract 5043.08; Santa Clara County; California,1179,77,314,808,0,65,275,73542,0,0,,,504308,2,6.5,26.6,5.5,68.5,06085504308,06085504308,7,1.43,6,underserved,37.4093718,-121.8131628
060855043083,Block Group 3; Census Tract 5043.08; Santa Clara County; California,1712,325,367,893,32,445,427,250001,0,0,,,504308,3,19.0,21.4,26.0,52.2,06085504308,06085504308,7,1.43,6,underserved,37.4093718,-121.8131628
060855043111,Block Group 1; Census Tract 5043.11; Santa Clara County; California,2646,396,400,1785,0,134,708,202981,0,0,,,504311,1,15.0,15.1,5.1,67.5,06085504311,06085504311,29,3.28,4,moderate,37.3775246,-121.8845878
060855043112,Block Group 2; Census Tract 5043.11; Santa Clara County; California,1862,197,419,1737,11,79,77,216736,0,0,,,504311,2,10.6,22.5,4.2,93.3,06085504311,06085504311,29,3.28,4,moderate,37.3775246,-121.8845878
060855043113,Block Group 3; Census Tract 5043.11; Santa Clara County; California,2894,301,35,1970,197,532,74,153691,0,0,,,504311,3,10.4,1.2,18.4,68.1,06085504311,06085504311,29,3.28,4,moderate,37.3775246,-121.8845878
060855043114,Block Group 4; Census Tract 5043.11; Santa Clara County; California,1448,290,370,1235,16,157,32,170945,0,0,,,504311,4,20.0,25.6,10.8,85.3,06085504311,06085504311,29,3.28,4,moderate,37.3775246,-121.8845878
060855043141,Block Group 1; Census Tract 5043.14; Santa Clara County; California,1169,197,180,728,17,267,89,168833,0,0,,,504314,1,16.9,15.4,22.8,62.3,06085504314,06085504314,7,1.58,4,moderate,37.4018243,-121.8548256
060855043142,Block Group 2; Census Tract 5043.14; Santa Clara County; California,1388,343,163,1127,46,157,27,250001,0,0,,,504314,2,24.7,11.7,11.3,81.2,06085504314,06085504314,7,1.58,4,moderate,37.4018243,-121.8548256
060855043143,Block Group 3; Census Tract 5043.14; Santa Clara County; California,560,123,173,335,0,107,97,-666666666,0,0,,,504314,3,22.0,30.9,19.1,59.8,06085504314,06085504314,7,1.58,4,moderate,37.4018243,-121.8548256
060855043144,Block Group 4; Census Tract 5043.14; Santa Clara County; California,1308,186,414,759,141,259,77,198229,0,0,,,504314,4,14.2,31.7,19.8,58.0,06085504314,06085504314,7,1.58,4,moderate,37.4018243,-121.8548256
060855043151,Block Group 1; Census Tract 5043.15; Santa Clara County; California,1416,259,154,1019,0,84,246,163839,0,0,,,504315,1,18.3,10.9,5.9,72.0,06085504315,06085504315,1,0.15,6,underserved,37.4093269,-121.8596884
060855043152,Block Group 2; Census Tract 5043.15; Santa Clara County; California,561,54,74,346,4,124,87,250001,0,0,,,504315,2,9.6,13.2,22.1,61.7,06085504315,06085504315,1,0.15,6,underserved,37.4093269,-121.8596884
060855043153,Block Group 3; Census Tract 5043.15; Santa Clara County; California,2137,304,433,1620,0,267,263,192014,0,0,,,504315,3,14.2,20.3,12.5,75.8,06085504315,06085504315,1,0.15,6,underserved,37.4093269,-121.8596884
060855043154,Block Group 4; Census Tract 5043.15; Santa Clara County; California,1104,178,163,846,29,60,229,250001,0,0,,,504315,4,16.1,14.8,5.4,76.6,06085504315,06085504315,1,0.15,6,underserved,37.4093269,-121.8596884
060855043155,Block Group 5; Census Tract 5043.15; Santa Clara County; California,1257,280,67,541,42,436,206,115877,0,0,,,504315,5,22.3,5.3,34.7,43.0,06085504315,06085504315,1,0.15,6,underserved,37.4093269,-121.8596884
060855043161,Block Group 1; Census Tract 5043.16; Santa Clara County; California,2547,365,382,1664,9,620,230,194167,0,0,,,504316,1,14.3,15.0,24.3,65.3,06085504316,06085504316,0,0.0,6,underserved,37.3869267,-121.8708177
060855043162,Block Group 2; Census Tract 5043.16; Santa Clara County; California,2856,521,434,2186,6,389,268,187708,0,0,,,504316,2,18.2,15.2,13.6,76.5,06085504316,06085504316,0,0.0,6,underserved,37.3869267,-121.8708177
060855043171,Block Group 1; Census Tract 5043.17; Santa Clara County; California,2281,342,617,1535,0,448,232,194625,0,0,,,504317,1,15.0,27.0,19.6,67.3,06085504317,06085504317,30,8.24,2,well_served,37.3828815,-121.8767483
060855043172,Block Group 2; Census Tract 5043.17; Santa Clara County; California,1358,107,317,1081,0,128,94,169342,0,0,,,504317,2,7.9,23.3,9.4,79.6,06085504317,06085504317,30,8.24,2,well_served,37.3828815,-121.8767483
060855043181,Block Group 1; Census Tract 5043.18; Santa Clara County; California,1384,181,190,780,28,229,166,163250,0,0,,,504318,1,13.1,13.7,16.5,56.4,06085504318,06085504318,55,6.88,7,underserved,37.37683,-121.8956853
060855043182,Block Group 2; Census Tract 5043.18; Santa Clara County; California,1931,259,246,1632,0,97,186,83807,0,0,,,504318,2,13.4,12.7,5.0,84.5,06085504318,06085504318,55,6.88,7,underserved,37.37683,-121.8956853
060855043183,Block Group 3; Census Tract 5043.18; Santa Clara County; California,4674,1219,512,1992,117,2109,480,107368,0,0,,,504318,3,26.1,11.0,45.1,42.6,06085504318,06085504318,55,6.88,7,underserved,37.37683,-121.8956853
060855043191,Block Group 1; Census Tract 5043.19; Santa Clara County; California,2218,410,457,1528,96,129,293,176020,0,0,,,504319,1,18.5,20.6,5.8,68.9,06085504319,06085504319,28,4.68,6,underserved,37.3737018,-121.8672416
060855043192,Block Group 2; Census Tract 5043.19; Santa Clara County; California,1987,277,353,1685,0,113,153,250001,0,0,,,504319,2,13.9,17.8,5.7,84.8,06085504319,06085504319,28,4.68,6,underserved,37.3737018,-121.8672416
060855043193,Block Group 3; Census Tract 5043.19; Santa Clara County; California,792,124,47,526,0,196,29,-666666666,0,0,,,504319,3,15.7,5.9,24.7,66.4,06085504319,06085504319,28,4.68,6,underserved,37.3737018,-121.8672416
060855043194,Block Group 4; Census Tract 5043.19; Santa Clara County; California,983,103,318,336,15,414,228,-666666666,0,0,,,504319,4,10.5,32.3,42.1,34.2,06085504319,06085504319,28,4.68,6,underserved,37.3737018,-121.8672416
060855043201,Block Group 1; Census Tract 5043.20; Santa Clara County; California,1781,351,360,1256,55,261,163,171000,0,0,,,504320,1,19.7,20.2,14.7,70.5,06085504320,06085504320,0,0.0,9,highly_underserved,37.402805,-121.8713866
060855043202,Block Group 2; Census Tract 5043.20; Santa Clara County; California,1209,175,421,875,22,126,119,200577,0,0,,,504320,2,14.5,34.8,10.4,72.4,06085504320,06085504320,0,0.0,9,highly_underserved,37.402805,-121.8713866
060855043211,Block Group 1; Census Tract 5043.21; Santa Clara County; California,2524,347,487,1653,77,440,304,139808,0,0,,,504321,1,13.7,19.3,17.4,65.5,06085504321,06085504321,25,4.5,4,moderate,37.3931319,-121.8651427
060855043212,Block Group 2; Census Tract 5043.21; Santa Clara County; California,1590,218,196,860,2,540,162,180938,0,0,,,504321,2,13.7,12.3,34.0,54.1,06085504321,06085504321,25,4.5,4,moderate,37.3931319,-121.8651427
060855043213,Block Group 3; Census Tract 5043.21; Santa Clara County; California,1442,371,253,709,24,231,185,212778,0,0,,,504321,3,25.7,17.5,16.0,49.2,06085504321,06085504321,25,4.5,4,moderate,37.3931319,-121.8651427
060855043221,Block Group 1; Census Tract 5043.22; Santa Clara County; California,775,149,188,394,231,36,90,89643,0,0,,,504322,1,19.2,24.3,4.6,50.8,06085504322,06085504322,31,5.87,5,moderate,37.3943438,-121.8929699
060855043222,Block Group 2; Census Tract 5043.22; Santa Clara County; California,2030,427,336,1313,25,338,176,197083,0,0,,,504322,2,21.0,16.6,16.7,64.7,06085504322,06085504322,31,5.87,5,moderate,37.3943438,-121.8929699
060855043223,Block Group 3; Census Tract 5043.22; Santa Clara County; California,2480,542,34,2137,0,115,186,160625,0,0,,,504322,3,21.9,1.4,4.6,86.2,06085504322,06085504322,31,5.87,5,moderate,37.3943438,-121.8929699
060855043231,Block Group 1; Census Tract 5043.23; Santa Clara County; California,1447,254,382,1067,47,173,253,161620,0,0,,,504323,1,17.6,26.4,12.0,73.7,06085504323,06085504323,11,1.89,8,underserved,37.3988343,-121.8810513
060855043232,Block Group 2; Census Tract 5043.23; Santa Clara County; California,2691,647,292,2157,71,155,265,168625,0,0,,,504323,2,24.0,10.9,5.8,80.2,06085504323,06085504323,11,1.89,8,underserved,37.3988343,-121.8810513
060855043233,Block Group 3; Census Tract 5043.23; Santa Clara County; California,1676,372,271,1021,0,94,566,141364,0,0,,,504323,3,22.2,16.2,5.6,60.9,06085504323,06085504323,11,1.89,8,underserved,37.3988343,-121.8810513
060855044101,Block Group 1; Census Tract 5044.10; Santa Clara County; California,1751,224,261,1316,0,144,169,193889,0,0,,,504410,1,12.8,14.9,8.2,75.2,06085504410,06085504410,20,5.05,9,highly_underserved,37.4093719,-121.8788884
060855044102,Block Group 2; Census Tract 5044.10; Santa Clara County; California,2209,587,338,1071,52,745,420,126750,0,0,,,504410,2,26.6,15.3,33.7,48.5,06085504410,06085504410,20,5.05,9,highly_underserved,37.4093719,-121.8788884
060855044111,Block Group 1; Census Tract 5044.11; Santa Clara County; California,3138,477,470,1990,45,725,434,183824,0,0,,,504411,1,15.2,15.0,23.1,63.4,06085504411,06085504411,4,0.72,9,highly_underserved,37.4160962,-121.8648388
060855044112,Block Group 2; Census Tract 5044.11; Santa Clara County; California,2415,411,358,1363,17,274,539,146250,0,0,,,504411,2,17.0,14.8,11.3,56.4,06085504411,06085504411,4,0.72,9,highly_underserved,37.4160962,-121.8648388
060855044121,Block Group 1; Census Tract 5044.12; Santa Clara County; California,1042,220,186,735,8,129,159,222961,0,0,,,504412,1,21.1,17.9,12.4,70.5,06085504412,06085504412,12,2.44,8,underserved,37.4394547,-121.8817696
060855044122,Block Group 2; Census Tract 5044.12; Santa Clara County; California,1424,448,114,1006,0,385,12,130875,0,0,,,504412,2,31.5,8.0,27.0,70.6,06085504412,06085504412,12,2.44,8,underserved,37.4394547,-121.8817696
060855044123,Block Group 3; Census Tract 5044.12; Santa Clara County; California,1360,201,129,1193,22,210,52,143833,0,0,,,504412,3,14.8,9.5,15.4,87.7,06085504412,06085504412,12,2.44,8,underserved,37.4394547,-121.8817696
060855044124,Block Group 4; Census Tract 5044.12; Santa Clara County; California,1102,297,97,823,0,187,55,146215,0,0,,,504412,4,27.0,8.8,17.0,74.7,06085504412,06085504412,12,2.44,8,underserved,37.4394547,-121.8817696
060855044131,Block Group 1; Census Tract 5044.13; Santa Clara County; California,1963,385,551,1549,27,114,178,155982,0,0,,,504413,1,19.6,28.1,5.8,78.9,06085504413,06085504413,12,6.11,7,underserved,37.4373395,-121.9046561
060855044141,Block Group 1; Census Tract 5044.14; Santa Clara County; California,2637,686,724,2174,15,154,209,141250,0,0,,,504414,1,26.0,27.5,5.8,82.4,06085504414,06085504414,19,3.7,8,underserved,37.4404253,-121.8966446
060855044142,Block Group 2; Census Tract 5044.14; Santa Clara County; California,1593,297,397,1315,0,29,108,136250,0,0,,,504414,2,18.6,24.9,1.8,82.5,06085504414,06085504414,19,3.7,8,underserved,37.4404253,-121.8966446
060855044143,Block Group 3; Census Tract 5044.14; Santa Clara County; California,911,133,150,677,0,31,171,248523,0,0,,,504414,3,14.6,16.5,3.4,74.3,06085504414,06085504414,19,3.7,8,underserved,37.4404253,-121.8966446
060855044151,Block Group 1; Census Tract 5044.15; Santa Clara County; California,1774,332,321,1482,16,85,129,219281,0,0,,,504415,1,18.7,18.1,4.8,83.5,06085504415,06085504415,3,0.61,5,moderate,37.4260378,-121.8694198
060855044152,Block Group 2; Census Tract 5044.15; Santa Clara County; California,1854,419,369,1490,0,171,172,187500,0,0,,,504415,2,22.6,19.9,9.2,80.4,06085504415,06085504415,3,0.61,5,moderate,37.4260378,-121.8694198
060855044153,Block Group 3; Census Tract 5044.15; Santa Clara County; California,1257,263,261,755,0,91,377,212361,0,0,,,504415,3,20.9,20.8,7.2,60.1,06085504415,06085504415,3,0.61,5,moderate,37.4260378,-121.8694198
060855044161,Block Group 1; Census Tract 5044.16; Santa Clara County; California,1959,562,253,1770,12,101,106,208750,0,0,,,504416,1,28.7,12.9,5.2,90.4,06085504416,06085504416,39,10.29,2,well_served,37.4207097,-121.8760864
060855044162,Block Group 2; Census Tract 5044.16; Santa Clara County; California,1832,443,172,1192,24,33,528,190554,0,0,,,504416,2,24.2,9.4,1.8,65.1,06085504416,06085504416,39,10.29,2,well_served,37.4207097,-121.8760864
