geoid_x,name,total_population,under_18_population,age_65_plus_population,asian_alone_population,black_alone_population,hispanic_or_latino_population,white_alone_population,median_household_income,households_total,households_no_vehicle,households_no_vehicle_pct,poverty_rate_pct,tract,block_group,pct_under_18,pct_65_plus,pct_hispanic,pct_asian,tract_geoid,geoid_y,food_biz_count,food_biz_per_1k,access_score,access_class,tract_lat,tract_lon
060855064013,Block Group 3; Census Tract 5064.01; Santa Clara County; California,995,81,145,348,10,317,302,113750,0,0,,,506401,3,8.1,14.6,31.9,35.0,06085506401,06085506401,57,11.98,5,moderate,37.3163691,-121.9452259
060855064014,Block Group 4; Census Tract 5064.01; Santa Clara County; California,1691,229,77,563,0,187,774,245750,0,0,,,506401,4,13.5,4.6,11.1,33.3,06085506401,06085506401,57,11.98,5,moderate,37.3163691,-121.9452259
060855064021,Block Group 1; Census Tract 5064.02; Santa Clara County; California,1363,221,354,252,62,522,475,83574,0,0,,,506402,1,16.2,26.0,38.3,18.5,06085506402,06085506402,13,2.47,9,highly_underserved,37.3016601,-121.9450528
060855064022,Block Group 2; Census Tract 5064.02; Santa Clara County; California,686,188,91,105,0,97,301,181848,0,0,,,506402,2,27.4,13.3,14.1,15.3,06085506402,06085506402,13,2.47,9,highly_underserved,37.3016601,-121.9450528
060855064023,Block Group 3; Census Tract 5064.02; Santa Clara County; California,846,181,96,128,17,330,323,135865,0,0,,,506402,3,21.4,11.3,39.0,15.1,06085506402,06085506402,13,2.47,9,highly_underserved,37.3016601,-121.9450528
060855064024,Block Group 4; Census Tract 5064.02; Santa Clara County; California,1251,155,260,567,13,138,415,211058,0,0,,,506402,4,12.4,20.8,11.0,45.3,06085506402,06085506402,13,2.47,9,highly_underserved,37.3016601,-121.9450528
060855064025,Block Group 5; Census Tract 5064.02; Santa Clara County; California,1111,217,204,103,0,462,645,117462,0,0,,,506402,5,19.5,18.4,41.6,9.3,06085506402,06085506402,13,2.47,9,highly_underserved,37.3016601,-121.9450528
060855065021,Block Group 1; Census Tract 5065.02; Santa Clara County; California,1568,295,144,50,18,469,1098,143175,0,0,,,506502,1,18.8,9.2,29.9,3.2,06085506502,06085506502,63,12.5,3,moderate,37.2792209,-121.9460918
060855065022,Block Group 2; Census Tract 5065.02; Santa Clara County; California,604,67,57,51,0,37,534,129167,0,0,,,506502,2,11.1,9.4,6.1,8.4,06085506502,06085506502,63,12.5,3,moderate,37.2792209,-121.9460918
060855065023,Block Group 3; Census Tract 5065.02; Santa Clara County; California,2868,720,229,275,161,901,1577,169236,0,0,,,506502,3,25.1,8.0,31.4,9.6,06085506502,06085506502,63,12.5,3,moderate,37.2792209,-121.9460918
060855065031,Block Group 1; Census Tract 5065.03; Santa Clara County; California,1634,414,497,480,0,168,840,109311,0,0,,,506503,1,25.3,30.4,10.3,29.4,06085506503,06085506503,41,6.19,7,underserved,37.2857451,-121.9547473
060855065032,Block Group 2; Census Tract 5065.03; Santa Clara County; California,2341,189,968,759,15,635,886,83077,0,0,,,506503,2,8.1,41.3,27.1,32.4,06085506503,06085506503,41,6.19,7,underserved,37.2857451,-121.9547473
060855065033,Block Group 3; Census Tract 5065.03; Santa Clara County; California,2648,758,193,192,41,1309,1261,119024,0,0,,,506503,3,28.6,7.3,49.4,7.3,06085506503,06085506503,41,6.19,7,underserved,37.2857451,-121.9547473
060855065041,Block Group 1; Census Tract 5065.04; Santa Clara County; California,1296,334,143,114,76,694,407,94226,0,0,,,506504,1,25.8,11.0,53.5,8.8,06085506504,06085506504,13,6.09,6,underserved,37.2992039,-121.9521951
060855065042,Block Group 2; Census Tract 5065.04; Santa Clara County; California,840,196,26,108,13,605,68,105433,0,0,,,506504,2,23.3,3.1,72.0,12.9,06085506504,06085506504,13,6.09,6,underserved,37.2992039,-121.9521951
060855065051,Block Group 1; Census Tract 5065.05; Santa Clara County; California,1845,615,185,387,335,684,492,103609,0,0,,,506505,1,33.3,10.0,37.1,21.0,06085506505,06085506505,8,1.91,9,highly_underserved,37.2977336,-121.957282
060855065052,Block Group 2; Census Tract 5065.05; Santa Clara County; California,2342,652,214,490,32,886,1014,141563,0,0,,,506505,2,27.8,9.1,37.8,20.9,06085506505,06085506505,8,1.91,9,highly_underserved,37.2977336,-121.957282
060855066011,Block Group 1; Census Tract 5066.01; Santa Clara County; California,1564,406,189,516,0,470,645,107250,0,0,,,506601,1,26.0,12.1,30.1,33.0,06085506601,06085506601,31,8.1,5,moderate,37.2928527,-121.9823802
060855066012,Block Group 2; Census Tract 5066.01; Santa Clara County; California,693,90,189,216,0,112,296,185833,0,0,,,506601,2,13.0,27.3,16.2,31.2,06085506601,06085506601,31,8.1,5,moderate,37.2928527,-121.9823802
060855066013,Block Group 3; Census Tract 5066.01; Santa Clara County; California,1568,281,204,506,19,394,576,144219,0,0,,,506601,3,17.9,13.0,25.1,32.3,06085506601,06085506601,31,8.1,5,moderate,37.2928527,-121.9823802
060855066031,Block Group 1; Census Tract 5066.03; Santa Clara County; California,771,223,89,455,14,24,261,214792,0,0,,,506603,1,28.9,11.5,3.1,59.0,06085506603,06085506603,3,0.7,7,underserved,37.2822302,-121.9693427
060855066032,Block Group 2; Census Tract 5066.03; Santa Clara County; California,1912,523,295,733,0,167,782,250001,0,0,,,506603,2,27.4,15.4,8.7,38.3,06085506603,06085506603,3,0.7,7,underserved,37.2822302,-121.9693427
060855066033,Block Group 3; Census Tract 5066.03; Santa Clara County; California,1612,294,126,510,0,329,685,250001,0,0,,,506603,3,18.2,7.8,20.4,31.6,06085506603,06085506603,3,0.7,7,underserved,37.2822302,-121.9693427
060855066041,Block Group 1; Census Tract 5066.04; Santa Clara County; California,715,169,53,322,0,184,193,176359,0,0,,,506604,1,23.6,7.4,25.7,45.0,06085506604,06085506604,28,4.08,2,well_served,37.2808226,-121.9867096
060855066042,Block Group 2; Census Tract 5066.04; Santa Clara County; California,1610,338,420,776,24,124,735,231974,0,0,,,506604,2,21.0,26.1,7.7,48.2,06085506604,06085506604,28,4.08,2,well_served,37.2808226,-121.9867096
060855066043,Block Group 3; Census Tract 5066.04; Santa Clara County; California,1200,212,329,378,15,134,610,130750,0,0,,,506604,3,17.7,27.4,11.2,31.5,06085506604,06085506604,28,4.08,2,well_served,37.2808226,-121.9867096
060855066044,Block Group 4; Census Tract 5066.04; Santa Clara County; California,1997,721,115,1189,0,278,440,207500,0,0,,,506604,4,36.1,5.8,13.9,59.5,06085506604,06085506604,28,4.08,2,well_served,37.2808226,-121.9867096
060855066045,Block Group 5; Census Tract 5066.04; Santa Clara County; California,1333,420,114,807,2,57,450,242167,0,0,,,506604,5,31.5,8.6,4.3,60.5,06085506604,06085506604,28,4.08,2,well_served,37.2808226,-121.9867096
060855066051,Block Group 1; Census Tract 5066.05; Santa Clara County; California,2272,424,358,699,12,494,1019,140690,0,0,,,506605,1,18.7,15.8,21.7,30.8,06085506605,06085506605,13,3.04,8,underserved,37.2974131,-121.9693967
060855066052,Block Group 2; Census Tract 5066.05; Santa Clara County; California,2003,324,328,671,267,491,408,138663,0,0,,,506605,2,16.2,16.4,24.5,33.5,06085506605,06085506605,13,3.04,8,underserved,37.2974131,-121.9693967
060855066061,Block Group 1; Census Tract 5066.06; Santa Clara County; California,716,177,28,530,0,55,137,177013,0,0,,,506606,1,24.7,3.9,7.7,74.0,06085506606,06085506606,27,5.43,7,underserved,37.2902566,-121.9687321
060855066062,Block Group 2; Census Tract 5066.06; Santa Clara County; California,2641,802,345,648,19,532,1246,134079,0,0,,,506606,2,30.4,13.1,20.1,24.5,06085506606,06085506606,27,5.43,7,underserved,37.2902566,-121.9687321
060855066063,Block Group 3; Census Tract 5066.06; Santa Clara County; California,1619,273,483,491,42,666,328,73750,0,0,,,506606,3,16.9,29.8,41.1,30.3,06085506606,06085506606,27,5.43,7,underserved,37.2902566,-121.9687321
060855067011,Block Group 1; Census Tract 5067.01; Santa Clara County; California,707,222,110,454,0,38,155,250001,0,0,,,506701,1,31.4,15.6,5.4,64.2,06085506701,06085506701,2,0.43,5,moderate,37.2706528,-121.9793303
060855067012,Block Group 2; Census Tract 5067.01; Santa Clara County; California,2112,447,348,993,24,227,777,197328,0,0,,,506701,2,21.2,16.5,10.7,47.0,06085506701,06085506701,2,0.43,5,moderate,37.2706528,-121.9793303
060855067013,Block Group 3; Census Tract 5067.01; Santa Clara County; California,1801,436,235,684,10,89,1024,250001,0,0,,,506701,3,24.2,13.0,4.9,38.0,06085506701,06085506701,2,0.43,5,moderate,37.2706528,-121.9793303
060855067021,Block Group 1; Census Tract 5067.02; Santa Clara County; California,2525,457,543,1023,100,635,523,115068,0,0,,,506702,1,18.1,21.5,25.1,40.5,06085506702,06085506702,4,0.7,7,underserved,37.2743294,-121.9625593
060855067022,Block Group 2; Census Tract 5067.02; Santa Clara County; California,1557,374,292,413,0,194,943,160724,0,0,,,506702,2,24.0,18.8,12.5,26.5,06085506702,06085506702,4,0.7,7,underserved,37.2743294,-121.9625593
060855067023,Block Group 3; Census Tract 5067.02; Santa Clara County; California,1673,534,73,389,55,250,919,113611,0,0,,,506702,3,31.9,4.4,14.9,23.3,06085506702,06085506702,4,0.7,7,underserved,37.2743294,-121.9625593
060855067031,Block Group 1; Census Tract 5067.03; Santa Clara County; California,1969,312,325,418,27,110,1077,238649,0,0,,,506703,1,15.8,16.5,5.6,21.2,06085506703,06085506703,10,2.58,7,underserved,37.2646993,-121.9669404
060855067032,Block Group 2; Census Tract 5067.03; Santa Clara County; California,953,234,154,176,60,138,590,120638,0,0,,,506703,2,24.6,16.2,14.5,18.5,06085506703,06085506703,10,2.58,7,underserved,37.2646993,-121.9669404
060855067033,Block Group 3; Census Tract 5067.03; Santa Clara County; California,948,111,239,390,32,154,363,153542,0,0,,,506703,3,11.7,25.2,16.2,41.1,06085506703,06085506703,10,2.58,7,underserved,37.2646993,-121.9669404
060855068011,Block Group 1; Census Tract 5068.01; Santa Clara County; California,2331,582,384,719,2,321,1375,202632,0,0,,,506801,1,25.0,16.5,13.8,30.8,06085506801,06085506801,27,4.34,2,well_served,37.2422641,-121.9563613
060855068012,Block Group 2; Census Tract 5068.01; Santa Clara County; California,1780,468,332,691,9,215,955,241184,0,0,,,506801,2,26.3,18.7,12.1,38.8,06085506801,06085506801,27,4.34,2,well_served,37.2422641,-121.9563613
060855068013,Block Group 3; Census Tract 5068.01; Santa Clara County; California,1251,315,339,149,0,84,1029,211250,0,0,,,506801,3,25.2,27.1,6.7,11.9,06085506801,06085506801,27,4.34,2,well_served,37.2422641,-121.9563613
060855068014,Block Group 4; Census Tract 5068.01; Santa Clara County; California,854,254,51,230,0,0,605,250001,0,0,,,506801,4,29.7,6.0,0.0,26.9,06085506801,06085506801,27,4.34,2,well_served,37.2422641,-121.9563613
060855068021,Block Group 1; Census Tract 5068.02; Santa Clara County; California,1454,350,230,376,2,148,681,234702,0,0,,,506802,1,24.1,15.8,10.2,25.9,06085506802,06085506802,14,2.43,5,moderate,37.2469476,-121.9361955
060855068022,Block Group 2; Census Tract 5068.02; Santa Clara County; California,961,289,149,134,0,129,665,240078,0,0,,,506802,2,30.1,15.5,13.4,13.9,06085506802,06085506802,14,2.43,5,moderate,37.2469476,-121.9361955
060855068023,Block Group 3; Census Tract 5068.02; Santa Clara County; California,655,114,217,219,0,80,370,201058,0,0,,,506802,3,17.4,33.1,12.2,33.4,06085506802,06085506802,14,2.43,5,moderate,37.2469476,-121.9361955
060855068024,Block Group 4; Census Tract 5068.02; Santa Clara County; California,501,96,52,226,0,38,205,-666666666,0,0,,,506802,4,19.2,10.4,7.6,45.1,06085506802,06085506802,14,2.43,5,moderate,37.2469476,-121.9361955
060855068025,Block Group 5; Census Tract 5068.02; Santa Clara County; California,2190,669,183,1079,4,291,762,202566,0,0,,,506802,5,30.5,8.4,13.3,49.3,06085506802,06085506802,14,2.43,5,moderate,37.2469476,-121.9361955
060855068031,Block Group 1; Census Tract 5068.03; Santa Clara County; California,2028,613,191,918,0,94,941,244914,0,0,,,506803,1,30.2,9.4,4.6,45.3,06085506803,06085506803,13,1.84,5,moderate,37.2428218,-121.9143244
060855068032,Block Group 2; Census Tract 5068.03; Santa Clara County; California,1284,458,167,237,0,16,701,250001,0,0,,,506803,2,35.7,13.0,1.2,18.5,06085506803,06085506803,13,1.84,5,moderate,37.2428218,-121.9143244
060855068033,Block Group 3; Census Tract 5068.03; Santa Clara County; California,2427,436,324,1023,0,340,981,144700,0,0,,,506803,3,18.0,13.3,14.0,42.2,06085506803,06085506803,13,1.84,5,moderate,37.2428218,-121.9143244
060855068034,Block Group 4; Census Tract 5068.03; Santa Clara County; California,1317,463,83,104,67,459,475,93813,0,0,,,506803,4,35.2,6.3,34.9,7.9,06085506803,06085506803,13,1.84,5,moderate,37.2428218,-121.9143244
060855068041,Block Group 1; Census Tract 5068.04; Santa Clara County; California,489,32,137,44,0,63,375,161111,0,0,,,506804,1,6.5,28.0,12.9,9.0,06085506804,06085506804,6,1.37,3,moderate,37.2397512,-121.9339441
060855068042,Block Group 2; Census Tract 5068.04; Santa Clara County; California,1629,519,205,332,0,38,1148,189858,0,0,,,506804,2,31.9,12.6,2.3,20.4,06085506804,06085506804,6,1.37,3,moderate,37.2397512,-121.9339441
060855068043,Block Group 3; Census Tract 5068.04; Santa Clara County; California,1758,368,340,332,0,208,1024,250001,0,0,,,506804,3,20.9,19.3,11.8,18.9,06085506804,06085506804,6,1.37,3,moderate,37.2397512,-121.9339441
060855068044,Block Group 4; Census Tract 5068.04; Santa Clara County; California,501,166,41,202,16,49,139,242875,0,0,,,506804,4,33.1,8.2,9.8,40.3,06085506804,06085506804,6,1.37,3,moderate,37.2397512,-121.9339441
060855069001,Block Group 1; Census Tract 5069; Santa Clara County; California,1442,407,97,280,0,122,1063,211838,0,0,,,506900,1,28.2,6.7,8.5,19.4,06085506900,06085506900,25,3.06,3,moderate,37.2276416,-121.9321866
060855069002,Block Group 2; Census Tract 5069; Santa Clara County; California,2124,539,442,441,3,45,1344,167083,0,0,,,506900,2,25.4,20.8,2.1,20.8,06085506900,06085506900,25,3.06,3,moderate,37.2276416,-121.9321866
060855069003,Block Group 3; Census Tract 5069; Santa Clara County; California,2021,344,495,359,0,110,1402,250001,0,0,,,506900,3,17.0,24.5,5.4,17.8,06085506900,06085506900,25,3.06,3,moderate,37.2276416,-121.9321866
060855069004,Block Group 4; Census Tract 5069; Santa Clara County; California,2573,776,819,207,46,248,1955,250001,0,0,,,506900,4,30.2,31.8,9.6,8.0,06085506900,06085506900,25,3.06,3,moderate,37.2276416,-121.9321866
060855070021,Block Group 1; Census Tract 5070.02; Santa Clara County; California,2251,632,403,501,6,150,1636,250001,0,0,,,507002,1,28.1,17.9,6.7,22.3,06085507002,06085507002,1,0.3,6,underserved,37.2095662,-121.9492296
060855070022,Block Group 2; Census Tract 5070.02; Santa Clara County; California,1074,108,273,102,0,62,910,217917,0,0,,,507002,2,10.1,25.4,5.8,9.5,06085507002,06085507002,1,0.3,6,underserved,37.2095662,-121.9492296
060855070031,Block Group 1; Census Tract 5070.03; Santa Clara County; California,975,205,162,317,0,77,532,250001,0,0,,,507003,1,21.0,16.6,7.9,32.5,06085507003,06085507003,4,1.38,4,moderate,37.2199919,-121.9979469
060855070032,Block Group 2; Census Tract 5070.03; Santa Clara County; California,1920,325,616,322,7,109,1406,214444,0,0,,,507003,2,16.9,32.1,5.7,16.8,06085507003,06085507003,4,1.38,4,moderate,37.2199919,-121.9979469
060855070041,Block Group 1; Census Tract 5070.04; Santa Clara County; California,1425,164,236,10,38,72,1173,180500,0,0,,,507004,1,11.5,16.6,5.1,0.7,06085507004,06085507004,104,27.06,5,moderate,37.2260168,-121.9763843
060855070042,Block Group 2; Census Tract 5070.04; Santa Clara County; California,1786,434,406,540,155,18,1070,177326,0,0,,,507004,2,24.3,22.7,1.0,30.2,06085507004,06085507004,104,27.06,5,moderate,37.2260168,-121.9763843
060855070043,Block Group 3; Census Tract 5070.04; Santa Clara County; California,633,112,164,181,17,203,250,126750,0,0,,,507004,3,17.7,25.9,32.1,28.6,06085507004,06085507004,104,27.06,5,moderate,37.2260168,-121.9763843
060855071001,Block Group 1; Census Tract 5071; Santa Clara County; California,783,146,184,112,0,27,655,206389,0,0,,,507100,1,18.6,23.5,3.4,14.3,06085507100,06085507100,26,9.22,4,moderate,37.238092,-121.973612
060855071002,Block Group 2; Census Tract 5071; Santa Clara County; California,2037,414,208,135,0,166,1610,156023,0,0,,,507100,2,20.3,10.2,8.1,6.6,06085507100,06085507100,26,9.22,4,moderate,37.238092,-121.973612
060855072031,Block Group 1; Census Tract 5072.03; Santa Clara County; California,1677,554,185,259,18,582,771,149271,0,0,,,507203,1,33.0,11.0,34.7,15.4,06085507203,06085507203,5,1.61,4,moderate,37.251361,-121.964454
060855072032,Block Group 2; Census Tract 5072.03; Santa Clara County; California,1420,331,247,519,11,56,771,250001,0,0,,,507203,2,23.3,17.4,3.9,36.5,06085507203,06085507203,5,1.61,4,moderate,37.251361,-121.964454
060855072051,Block Group 1; Census Tract 5072.05; Santa Clara County; California,564,124,67,229,0,57,251,225385,0,0,,,507205,1,22.0,11.9,10.1,40.6,06085507205,06085507205,15,3.36,2,well_served,37.2576127,-121.9812179
060855072052,Block Group 2; Census Tract 5072.05; Santa Clara County; California,1566,265,534,453,0,29,991,218750,0,0,,,507205,2,16.9,34.1,1.9,28.9,06085507205,06085507205,15,3.36,2,well_served,37.2576127,-121.9812179
060855072053,Block Group 3; Census Tract 5072.05; Santa Clara County; California,1863,500,189,319,15,410,1081,250001,0,0,,,507205,3,26.8,10.1,22.0,17.1,06085507205,06085507205,15,3.36,2,well_served,37.2576127,-121.9812179
060855072054,Block Group 4; Census Tract 5072.05; Santa Clara County; California,466,100,98,82,0,12,367,250001,0,0,,,507205,4,21.5,21.0,2.6,17.6,06085507205,06085507205,15,3.36,2,well_served,37.2576127,-121.9812179
060855072061,Block Group 1; Census Tract 5072.06; Santa Clara County; California,1845,493,471,315,7,167,1238,250001,0,0,,,507206,1,26.7,25.5,9.1,17.1,06085507206,06085507206,2,0.71,3,moderate,37.2436526,-121.985561
060855072062,Block Group 2; Census Tract 5072.06; Santa Clara County; California,981,143,267,183,18,58,655,250001,0,0,,,507206,2,14.6,27.2,5.9,18.7,06085507206,06085507206,2,0.71,3,moderate,37.2436526,-121.985561
060855073011,Block Group 1; Census Tract 5073.01; Santa Clara County; California,969,143,90,609,0,0,347,248839,0,0,,,507301,1,14.8,9.3,0.0,62.8,06085507301,06085507301,12,1.88,3,moderate,37.2588676,-122.0079378
060855073012,Block Group 2; Census Tract 5073.01; Santa Clara County; California,1426,466,298,972,0,0,360,244009,0,0,,,507301,2,32.7,20.9,0.0,68.2,06085507301,06085507301,12,1.88,3,moderate,37.2588676,-122.0079378
060855073013,Block Group 3; Census Tract 5073.01; Santa Clara County; California,658,104,208,418,0,0,240,169010,0,0,,,507301,3,15.8,31.6,0.0,63.5,06085507301,06085507301,12,1.88,3,moderate,37.2588676,-122.0079378
060855073014,Block Group 4; Census Tract 5073.01; Santa Clara County; California,616,176,128,408,0,0,138,250001,0,0,,,507301,4,28.6,20.8,0.0,66.2,06085507301,06085507301,12,1.88,3,moderate,37.2588676,-122.0079378
060855073015,Block Group 5; Census Tract 5073.01; Santa Clara County; California,1726,263,478,640,0,38,1026,250001,0,0,,,507301,5,15.2,27.7,2.2,37.1,06085507301,06085507301,12,1.88,3,moderate,37.2588676,-122.0079378
060855073016,Block Group 6; Census Tract 5073.01; Santa Clara County; California,992,82,606,454,0,9,490,166313,0,0,,,507301,6,8.3,61.1,0.9,45.8,06085507301,06085507301,12,1.88,3,moderate,37.2588676,-122.0079378
060855073021,Block Group 1; Census Tract 5073.02; Santa Clara County; California,1680,345,493,678,7,75,805,250001,0,0,,,507302,1,20.5,29.3,4.5,40.4,06085507302,06085507302,36,13.56,1,well_served,37.2383772,-122.0292561
060855073022,Block Group 2; Census Tract 5073.02; Santa Clara County; California,974,79,271,317,0,15,590,250001,0,0,,,507302,2,8.1,27.8,1.5,32.5,06085507302,06085507302,36,13.56,1,well_served,37.2383772,-122.0292561
060855074011,Block Group 1; Census Tract 5074.01; Santa Clara County; California,1079,236,268,780,0,0,278,235500,0,0,,,507401,1,21.9,24.8,0.0,72.3,06085507401,06085507401,10,1.72,2,well_served,37.2882247,-122.0182492
060855074012,Block Group 2; Census Tract 5074.01; Santa Clara County; California,1349,250,441,850,28,0,400,239150,0,0,,,507401,2,18.5,32.7,0.0,63.0,06085507401,06085507401,10,1.72,2,well_served,37.2882247,-122.0182492
060855074013,Block Group 3; Census Tract 5074.01; Santa Clara County; California,1246,327,363,905,0,22,303,219500,0,0,,,507401,3,26.2,29.1,1.8,72.6,06085507401,06085507401,10,1.72,2,well_served,37.2882247,-122.0182492
060855074014,Block Group 4; Census Tract 5074.01; Santa Clara County; California,1152,184,268,909,0,12,213,250001,0,0,,,507401,4,16.0,23.3,1.0,78.9,06085507401,06085507401,10,1.72,2,well_served,37.2882247,-122.0182492
060855074015,Block Group 5; Census Tract 5074.01; Santa Clara County; California,974,112,195,608,0,11,300,250001,0,0,,,507401,5,11.5,20.0,1.1,62.4,06085507401,06085507401,10,1.72,2,well_served,37.2882247,-122.0182492
060855074021,Block Group 1; Census Tract 5074.02; Santa Clara County; California,1600,339,447,992,0,146,443,243221,0,0,,,507402,1,21.2,27.9,9.1,62.0,06085507402,06085507402,16,4.08,2,well_served,37.2816285,-121.9995882
060855074022,Block Group 2; Census Tract 5074.02; Santa Clara County; California,1100,202,381,366,0,136,580,250001,0,0,,,507402,2,18.4,34.6,12.4,33.3,06085507402,06085507402,16,4.08,2,well_served,37.2816285,-121.9995882
060855074023,Block Group 3; Census Tract 5074.02; Santa Clara County; California,1222,178,285,638,6,64,455,223047,0,0,,,507402,3,14.6,23.3,5.2,52.2,06085507402,06085507402,16,4.08,2,well_served,37.2816285,-121.9995882
060855075001,Block Group 1; Census Tract 5075; Santa Clara County; California,2221,511,306,1701,0,115,370,250001,0,0,,,507500,1,23.0,13.8,5.2,76.6,06085507500,06085507500,15,2.52,2,well_served,37.2743998,-122.0239726
060855075002,Block Group 2; Census Tract 5075; Santa Clara County; California,1322,291,347,875,0,16,327,139281,0,0,,,507500,2,22.0,26.2,1.2,66.2,06085507500,06085507500,15,2.52,2,well_served,37.2743998,-122.0239726
060855075003,Block Group 3; Census Tract 5075; Santa Clara County; California,976,126,290,732,0,59,185,250001,0,0,,,507500,3,12.9,29.7,6.0,75.0,06085507500,06085507500,15,2.52,2,well_served,37.2743998,-122.0239726
060855075004,Block Group 4; Census Tract 5075; Santa Clara County; California,1436,233,586,711,0,23,630,131250,0,0,,,507500,4,16.2,40.8,1.6,49.5,06085507500,06085507500,15,2.52,2,well_served,37.2743998,-122.0239726
060855076001,Block Group 1; Census Tract 5076; Santa Clara County; California,769,96,238,508,0,0,261,217188,0,0,,,507600,1,12.5,30.9,0.0,66.1,06085507600,06085507600,3,0.49,4,moderate,37.2712569,-122.0526822
060855076002,Block Group 2; Census Tract 5076; Santa Clara County; California,1275,281,452,666,0,0,523,250001,0,0,,,507600,2,22.0,35.5,0.0,52.2,06085507600,06085507600,3,0.49,4,moderate,37.2712569,-122.0526822
060855076003,Block Group 3; Census Tract 5076; Santa Clara County; California,1756,437,319,1075,0,126,451,250001,0,0,,,507600,3,24.9,18.2,7.2,61.2,06085507600,06085507600,3,0.49,4,moderate,37.2712569,-122.0526822
060855076004,Block Group 4; Census Tract 5076; Santa Clara County; California,2344,422,373,1547,0,0,634,250001,0,0,,,507600,4,18.0,15.9,0.0,66.0,06085507600,06085507600,3,0.49,4,moderate,37.2712569,-122.0526822
060855077011,Block Group 1; Census Tract 5077.01; Santa Clara County; California,788,105,191,493,0,99,189,226518,0,0,,,507701,1,13.3,24.2,12.6,62.6,06085507701,06085507701,44,11.62,0,well_served,37.3185985,-122.0493596
060855077012,Block Group 2; Census Tract 5077.01; Santa Clara County; California,2013,452,325,1582,0,37,311,250001,0,0,,,507701,2,22.5,16.1,1.8,78.6,06085507701,06085507701,44,11.62,0,well_served,37.3185985,-122.0493596
060855077013,Block Group 3; Census Tract 5077.01; Santa Clara County; California,987,129,330,632,0,31,220,146833,0,0,,,507701,3,13.1,33.4,3.1,64.0,06085507701,06085507701,44,11.62,0,well_served,37.3185985,-122.0493596
060855077021,Block Group 1; Census Tract 5077.02; Santa Clara County; California,2365,632,406,1895,0,0,366,250001,0,0,,,507702,1,26.7,17.2,0.0,80.1,06085507702,06085507702,7,1.08,4,moderate,37.2982903,-122.0593721
060855077022,Block Group 2; Census Tract 5077.02; Santa Clara County; California,1858,467,438,1346,0,0,493,250001,0,0,,,507702,2,25.1,23.6,0.0,72.4,06085507702,06085507702,7,1.08,4,moderate,37.2982903,-122.0593721
060855077023,Block Group 3; Census Tract 5077.02; Santa Clara County; California,2241,491,391,1977,0,77,210,250001,0,0,,,507702,3,21.9,17.4,3.4,88.2,06085507702,06085507702,7,1.08,4,moderate,37.2982903,-122.0593721
060855077041,Block Group 1; Census Tract 5077.04; Santa Clara County; California,862,261,108,702,0,19,141,241806,0,0,,,507704,1,30.3,12.5,2.2,81.4,06085507704,06085507704,2,0.59,9,highly_underserved,37.3271563,-122.0672795
060855077042,Block Group 2; Census Tract 5077.04; Santa Clara County; California,2505,564,595,1505,3,106,825,145329,0,0,,,507704,2,22.5,23.8,4.2,60.1,06085507704,06085507704,2,0.59,9,highly_underserved,37.3271563,-122.0672795
060855077051,Block Group 1; Census Tract 5077.05; Santa Clara County; California,1578,337,334,989,0,105,411,196563,0,0,,,507705,1,21.4,21.2,6.7,62.7,06085507705,06085507705,2,0.51,4,moderate,37.3066122,-122.0806241
060855077052,Block Group 2; Census Tract 5077.05; Santa Clara County; California,1160,219,326,718,15,34,326,250001,0,0,,,507705,2,18.9,28.1,2.9,61.9,06085507705,06085507705,2,0.51,4,moderate,37.3066122,-122.0806241
060855077053,Block Group 3; Census Tract 5077.05; Santa Clara County; California,1215,200,203,709,3,91,369,250001,0,0,,,507705,3,16.5,16.7,7.5,58.4,06085507705,06085507705,2,0.51,4,moderate,37.3066122,-122.0806241
060855078051,Block Group 1; Census Tract 5078.05; Santa Clara County; California,1243,237,220,772,45,174,262,183542,0,0,,,507805,1,19.1,17.7,14.0,62.1,06085507805,06085507805,33,6.75,4,moderate,37.3333072,-122.0519949
060855078052,Block Group 2; Census Tract 5078.05; Santa Clara County; California,965,103,155,640,0,76,232,199792,0,0,,,507805,2,10.7,16.1,7.9,66.3,06085507805,06085507805,33,6.75,4,moderate,37.3333072,-122.0519949
060855078053,Block Group 3; Census Tract 5078.05; Santa Clara County; California,1315,237,0,894,0,76,352,230365,0,0,,,507805,3,18.0,0.0,5.8,68.0,06085507805,06085507805,33,6.75,4,moderate,37.3333072,-122.0519949
060855078054,Block Group 4; Census Tract 5078.05; Santa Clara County; California,1365,410,156,636,35,88,619,219063,0,0,,,507805,4,30.0,11.4,6.4,46.6,06085507805,06085507805,33,6.75,4,moderate,37.3333072,-122.0519949
060855078061,Block Group 1; Census Tract 5078.06; Santa Clara County; California,1312,280,206,876,8,17,326,250001,0,0,,,507806,1,21.3,15.7,1.3,66.8,06085507806,06085507806,30,5.3,5,moderate,37.3285223,-122.0408528
060855078062,Block Group 2; Census Tract 5078.06; Santa Clara County; California,1805,510,114,1531,0,23,226,201129,0,0,,,507806,2,28.3,6.3,1.3,84.8,06085507806,06085507806,30,5.3,5,moderate,37.3285223,-122.0408528
060855078063,Block Group 3; Census Tract 5078.06; Santa Clara County; California,1354,409,7,1248,0,0,92,188644,0,0,,,507806,3,30.2,0.5,0.0,92.2,06085507806,06085507806,30,5.3,5,moderate,37.3285223,-122.0408528
