business_id,name,address,city,postal_code,lat,lon,tract_geoid,median_household_income,poverty_rate_pct,access_class,access_score
PR0300002,LUCKY LIQUORS,63 S ABBOTT AV,Milpitas,95035,37.427288,-121.913619,06085504507,163724,6.4,underserved,7
PR0300004,7-ELEVEN #14240E,15 S ABBOTT AV,Milpitas,95035,37.428028,-121.91407,06085504507,163724,6.4,underserved,7
PR0300005,GREAT INDIAN CUISINE,2026 AGNEW RD,Santa Clara,95054,37.3942023,-121.9597311999,06085505010,202663,9.9,underserved,7
PR0300006,BOB'S DISCOUNT LIQUORS #9,2036 AGNEW RD,Santa Clara,95054,37.394078,-121.960308,06085505010,202663,9.9,underserved,7
PR0300007,DENNY'S,814 E AHWANEE AV,Sunnyvale,94086,37.396304,-122.028118,06085509001,162981,7.6,underserved,6
PR0300010,GREENLEE'S BAKERY,1081 THE ALAMEDA,San Jose,95126,37.331668,-121.911064,06085500600,140045,9.0,underserved,8
PR0300011,ROSIE'S NEW YORK PIZZA,1285 THE ALAMEDA,San Jose,95126,37.3320299,-121.9126904,06085500600,140045,9.0,underserved,8
PR0300012,LUNA MEXICAN RESTAURANT,1495 THE ALAMEDA AV,San Jose,95126,37.3339488,-121.9152935,06085500600,140045,9.0,underserved,8
PR0300013,MEDALLO RESTAURANT,1860 THE ALAMEDA ST,San Jose,95126,37.3404839,-121.92169,06085500400,152973,2.4,underserved,7
PR0300014,BILL'S CAFE,2089 THE ALAMEDA,San Jose,95126,37.343016,-121.928426,06085505203,139028,27.8,underserved,8
PR0300015,Taco Bell - 24783,2555 THE ALAMEDA,Santa Clara,95050,37.3452,-121.93561,06085505203,139028,27.8,underserved,8
PR0300017,SAFEWAY #763,2605 THE ALAMEDA,Santa Clara,95050,37.3459467,-121.9365362,06085505203,139028,27.8,underserved,8
PR0300018,ROUND TABLE PIZZA #1342,2615 THE ALAMEDA,Santa Clara,95050,37.345319,-121.936357,06085505203,139028,27.8,underserved,8
PR0300020,THE HUT,3200 THE ALAMEDA,Santa Clara,95050,37.351469,-121.940329,06085505600,140263,20.1,underserved,8
PR0300021,PALO ALTO HILLS GOLF & COUNTRY CLUB,3000 ALEXIS DR,Palo Alto,34304,37.371047,-122.174502,06085511707,203068,5.9,underserved,7
PR0300023,SENIOR CENTER KITCHEN,19655 ALLENDALE AV,Saratoga,95070,37.2666753,-122.0160272,06085507301,244207,5.4,moderate,3
PR0300024,CARNITAS EL RINCON,148 W ALMA AV,San Jose,95110,37.314189,-121.876456,06085503121,92607,13.3,highly_underserved,9
PR0300025,PAGODA HOUSE,148 W ALMA AV A,San Jose,95110,37.314189,-121.876456,06085503121,92607,13.3,highly_underserved,9
PR0300028,SAN JOSE ELKS LODGE #522 - KITCHEN & BAR,444 W ALMA AV,San Jose,95110,37.308691,-121.883741,06085502400,222311,6.8,moderate,3
PR0300029,SOUVLAKI GREEK SKEWERS,577 W ALMA AV,San Jose,95125,37.3090551,-121.8874402,06085502400,222311,6.8,moderate,3
PR0300034,CARAVAN LOUNGE,98 S ALMADEN AV,San Jose,95113,37.332966,-121.892299,06085500800,151357,10.9,underserved,8
PR0300035,6 TO LATE #6,690 S ALMADEN AV,San Jose,95110,37.324007,-121.885861,06085501700,94736,13.1,underserved,8
PR0300036,UNION MARKET,750 ALMADEN AV,San Jose,95110,37.323047,-121.885129,06085501700,94736,13.1,underserved,8
PR0300038,PAUL'S IMPERIO LIQUORS AND TAQUERIA #3,1401 ALMADEN RD,San Jose,95125,37.312669,-121.878761,06085503121,92607,13.3,highly_underserved,9
PR0300040,HACIENDA MEXICAN KITCHEN,1616 ALMADEN RD,San Jose,95125,37.3077057,-121.8783834999,06085503121,92607,13.3,highly_underserved,9
PR0300045,HOOZ DONUTS,2306 ALMADEN RD # 101,San Jose,95125,37.290477,-121.880189,06085503124,124229,15.6,underserved,8
PR0300046,MCDONALD'S RESTAURANT #0973,2434 ALMADEN EX,San Jose,95125,37.2899882,-121.8797375,06085503124,124229,15.6,underserved,8
PR0300047,7-ELEVEN #14270D,2440 ALMADEN EX,San Jose,95125,37.28968,-121.879938,06085503124,124229,15.6,underserved,8
PR0300048,MINI MART,2970 ALMADEN EX,San Jose,95125,37.278613,-121.880032,06085503002,139863,4.4,underserved,7
PR0300049,EL TORO MAMBO RESTOBAR,2988 ALMADEN EX,San Jose,95125,37.2781637,-121.8799405,06085503002,139863,4.4,underserved,7
PR0300050,JACK IN THE BOX,4602 ALMADEN EX,San Jose,95118,37.262623,-121.876084,06085512024,136168,8.8,underserved,7
PR0300051,BASKIN ROBBINS,5353 ALMADEN EX # 34,San Jose,95118,37.254112,-121.877988,06085502910,110091,11.7,underserved,8
PR0300054,SUBWAY #45877,5353 ALMADEN EX 28,San Jose,95118,37.254112,-121.877988,06085502910,110091,11.7,underserved,8
PR0300055,SEE'S CANDIES #27,5353 ALMADEN EX D-16,San Jose,95118,37.257561,-121.889775,06085502909,101607,5.8,underserved,6
PR0300056,ALMADEN SUSHI,6471-70 ALMADEN EX,San Jose,95120,37.219662,-121.861227,06085511905,250001,0.7,well_served,1
PR0300057,SAFEWAY #695,6477 ALMADEN EX,San Jose,95120,37.219662,-121.861227,06085511905,250001,0.7,well_served,1
PR0300067,A BITE OF WYOMING,2227 ALUM ROCK AV,San Jose,95116,37.3577948,-121.8451785,06085503712,50612,27.0,highly_underserved,11
PR0300068,EL CATRIN BAR,2255 ALUM ROCK AV,San Jose,95116,37.358398,-121.844918,06085503712,50612,27.0,highly_underserved,11
PR0300070,DONG QUE RESTAURANT,2852 ALUM ROCK AV,San Jose,95127,37.3635773,-121.8326113,06085504001,87364,11.2,highly_underserved,9
PR0300072,PETERS BAKERY INC,3108 ALUM ROCK AV,San Jose,95127,37.3657832,-121.8275479,06085504101,144167,8.2,underserved,6
PR0300073,R & D LIQUOR,3120 ALUM ROCK AV,San Jose,95127,37.365955,-121.827434,06085504101,144167,8.2,underserved,6
PR0300074,SAN JOSE COUNTRY CLUB-FOOD,15571 ALUM ROCK AV,San Jose,95127,37.3824752,-121.817039,06085504201,197750,6.7,moderate,5
PR0300075,GUNN HIGH SCHOOL,780 ARASTRADERO RD,Palo Alto,94022,37.399509,-122.133101,06085510600,198068,18.8,underserved,6
PR0300076,CHEETAS GENTLEMAN'S CLUB,907 E ARQUES AV,Sunnyvale,94086,37.381216,-122.008978,06085508708,250001,7.3,moderate,5
PR0300077,SANTEE SCHOOL,1313 AUDUBON DR,San Jose,95122,37.328036,-121.84669,06085503110,77353,14.2,highly_underserved,9
PR0300079,PALERMO,791 AUZERAIS AV,San Jose,95126,37.3218559,-121.902388,06085500800,151357,10.9,underserved,8
PR0300082,EDENVALE SCHOOL,285 AZUCAR AVE,San Jose,95111,37.261739,-121.802875,06085512043,81984,7.1,highly_underserved,10
PR0300086,BOWERS SCHOOL,2755 BARKLEY AV,Santa Clara,95051,37.35731,-121.976189,06085505302,213365,6.3,moderate,5
PR0300087,KENTUCKY FRIED CHICKEN #150,250 N BASCOM AV,San Jose,95124,37.327535,-121.931588,06085500500,166514,3.5,underserved,7
PR0300088,BILLS CAFE,302 N BASCOM AV,San Jose,95128,37.3233102,-121.9318297,06085502001,94794,13.4,highly_underserved,9
PR0300089,PINK POODLE THEATRE THE,328 S BASCOM AV B,San Jose,95128,37.3230442,-121.9318149,06085502001,94794,13.4,highly_underserved,9
PR0300090,TIP TOP LIQUOR,439 S BASCOM AV,San Jose,95128,37.320738,-121.932063,06085502001,94794,13.4,highly_underserved,9
PR0300094,MINI GOURMET,599 S BASCOM AV,San Jose,95128,37.3164989,-121.9319407,06085502101,144038,11.3,highly_underserved,9
PR0300096,MCDONALD'S RESTAURANT-898,898 S BASCOM AV,San Jose,95128,37.310991,-121.931153,06085502103,91591,17.6,highly_underserved,9
PR0300097,COM TAM THANH,905 S BASCOM AV,San Jose,95128,37.3102872,-121.931897,06085502101,144038,11.3,highly_underserved,9
PR0300100,7 ELEVEN 14299D,1335 S BASCOM AV,San Jose,95128,37.3008831,-121.9322685,06085502101,144038,11.3,highly_underserved,9
PR0300103,JACK IN THE BOX #411,1737 S BASCOM AV,Campbell,95008,37.291766,-121.932155,06085502604,110581,4.8,moderate,5
PR0300104,LUNA MEXICAN KITCHEN,1875 S BASCOM AV # 570,Campbell,95008,37.2882795,-121.9333534,06085502604,110581,4.8,moderate,5
PR0300106,PRUNEYARD CINEMAS - KITCHEN,1875 S BASCOM AV,Campbell,95008,37.2882795,-121.9333534,06085502604,110581,4.8,moderate,5
PR0300107,WIENERSCHNITZEL,1940 S BASCOM AV,Campbell,95008,37.288169,-121.931159,06085502603,206125,7.2,moderate,4
PR0300108,TACO BRAVO,1950 S BASCOM AV,Campbell,95008,37.2880842,-121.9315698,06085502603,206125,7.2,moderate,4
PR0300109,7-ELEVEN FOOD STORE #2367-14298E,2223 S BASCOM AV,Campbell,95008,37.282959,-121.931824,06085502604,110581,4.8,moderate,5
PR0300112,KIRK'S STEAKBURGER,2509 S BASCOM AV,Campbell,95008,37.277648,-121.932588,06085502701,133658,7.4,moderate,5
PR0300113,QUIK STOP MARKET #550034,2704 S BASCOM AV,San Jose,95124,37.272157,-121.935756,06085502701,133658,7.4,moderate,5
PR0300114,CHARLEE'S LIQUOR MARKET,2905 S BASCOM AV,Campbell,95008,37.269243,-121.938582,06085502701,133658,7.4,moderate,5
PR0300116,KFC/A&W RESTAURANT,3144 S BASCOM AV,San Jose,95124,37.2663583,-121.9406813,06085502701,133658,7.4,moderate,5
PR0300117,BASCOM LIQUOR & FOOD,3750 S BASCOM AV,San Jose,95124,37.259794,-121.946643,06085502703,145541,10.8,underserved,6
PR0300118,BASCOM DONUTS,3966 S BASCOM AV,San Jose,95124,37.258669,-121.947239,06085502703,145541,10.8,underserved,6
PR0300121,CAFE DE FLORE INC,19480 BEAR CREEK RD,Los Gatos,950339519,37.1742897,-122.0090179,06085511800,196786,4.0,moderate,4
PR0300123,SANTA CLARA USD ADULT EDUC CTR,1840 BENTON ST,Santa Clara,95050,37.346968,-121.955336,06085505500,171855,3.9,moderate,4
PR0300124,SANTA CLARA HIGH SCHOOL-CAFETERIA,3000 BENTON ST,Santa Clara,95051,37.346462,-121.982329,06085505403,182500,6.1,underserved,6
PR0300125,7-ELEVEN FOOD STORE #14241,3565 BENTON ST,Santa Clara,95051,37.345483,-121.994367,06085505401,162000,14.4,underserved,6
PR0300126,BOB'S DISCOUNT LIQUOR #2,3585 BENTON ST,Santa Clara,95051,37.345557,-121.995065,06085505401,162000,14.4,underserved,6
PR0300127,SANTA TERESA GOLF COURSE BANQUET,260 BERNAL RD,San Jose,95119,37.2239245,-121.7794390999,06085511911,167639,7.0,moderate,5
PR0300128,ARBY'S ROAST BEEF,601 S BERNARDO AV,Sunnyvale,94087,37.3734449,-122.056872,06085508401,198816,1.7,moderate,3
PR0300129,CASA LUPE #2,671 S BERNARDO AV,Sunnyvale,94087,37.371965,-122.057612,06085508401,198816,1.7,moderate,3
PR0300130,HANAMARU,675 S BERNARDO AV,Sunnyvale,94087,37.3725011,-122.0567865,06085508401,198816,1.7,moderate,3
PR0300132,BAFS-BFM-CONCRETE BUILDING,1590 BERRYESSA RD,San Jose,95133,37.3694879,-121.878729,06085504319,227279,10.3,underserved,6
PR0300133,BAFS-BFM-COTTON CANDY,1590 BERRYESSA RD,San Jose,95133,37.3694879,-121.878729,06085504319,227279,10.3,underserved,6
PR0300138,LA FORET,21747 BERTRAM RD,San Jose,95120,37.17394,-121.82378,06085511911,167639,7.0,moderate,5
PR0300140,MINT LEAF CUISINE,14420 BIG BASIN WY,Saratoga,95070,37.258541,-122.032471,06085507302,250001,4.7,well_served,1
PR0300143,PLUMED HORSE RESTAURANT,14555 BIG BASIN WY,Saratoga,95070,37.256619,-122.035232,06085507302,250001,4.7,well_served,1
PR0300146,THE RANCH KITCHEN,14583 BIG BASIN WY UNIT 1A,Saratoga,95070,37.256347,-122.035856,06085507302,250001,4.7,well_served,1
PR0300147,MEXICO BAKERY SUPER MERCADO #2,601 BIRD AV,San Jose,95125,37.3200334,-121.8980387,06085501800,142235,6.8,underserved,6
PR0300149,CHERRY LIQUORS,1443 BIRD AV,San Jose,95125,37.3063617,-121.8915175,06085502400,222311,6.8,moderate,3
PR0300150,GREAT WALL RESTAURANT,1455 BIRD AV,San Jose,95125,37.3065907,-121.8906286,06085502400,222311,6.8,moderate,3
PR0300152,ZEST FOOD INC,10881 S BLANEY AV # B,Cupertino,95014,37.310345,-122.023274,06085508005,206389,5.4,moderate,5
PR0300153,LEONARD HERMAN SCHOOL,5955 BLOSSOM AV,San Jose,95123,37.239246,-121.839816,06085512047,180909,3.4,moderate,4
PR0300154,BLOSSOM HILL SCHOOL,16400 BLOSSOM HILL RD,Los Gatos,95032,37.234767,-121.955983,06085506900,222166,3.2,moderate,3
PR0300156,7-ELEVEN #14251A,815 BING DR,Santa Clara,95051,37.338683,-121.992777,06085505403,182500,6.1,underserved,6
PR0300157,YUM YUM DONUTS FRANCHISE #9038-D,400 BLOSSOM HILL RD,San Jose,95123,37.2512679,-121.8284601,06085512029,180725,1.7,well_served,2
PR0300158,DOWNER SQUARE BOTTLE SHOP,402 BLOSSOM HILL RD,San Jose,95123,37.251167,-121.828488,06085512029,180725,1.7,well_served,2
PR0300159,PEARL RIVER CHINESE RESTAURANT,414 BLOSSOM HILL RD,San Jose,95123,37.2512678,-121.8284647,06085512029,180725,1.7,well_served,2
PR0300160,JACK IN THE BOX #445,425 BLOSSOM HILL RD,San Jose,95123,37.251708,-121.829303,06085512023,106684,5.6,underserved,8
PR0300161,SMART & FINAL #829 - GROCERY,430 BLOSSOM HILL RD,San Jose,95123,37.250404,-121.82947,06085512029,180725,1.7,well_served,2
PR0300162,ANGELO'S ITALIAN RESTAURANT,436 BLOSSOM HILL RD,San Jose,95123,37.251213,-121.8298185,06085512029,180725,1.7,well_served,2
PR0300163,MCDONALD'S RESTAURANT #4588,456 BLOSSOM HILL RD,San Jose,95123,37.250841,-121.831813,06085512026,160156,3.4,moderate,3
PR0300164,MY KITCHEN,445 BLOSSOM HILL RD # K,San Jose,95123,37.2514082,-121.8300602,06085512023,106684,5.6,underserved,8
PR0300168,PIONEER HIGH SCHOOL,1290 BLOSSOM HILL RD,San Jose,95118,37.247299,-121.884191,06085511915,81458,16.7,highly_underserved,9
PR0300169,BBQ PIT,1349 BLOSSOM HILL RD,San Jose,95118,37.246409,-121.886901,06085502910,110091,11.7,underserved,8
PR0300170,MCDONALD'S RESTAURANT #4472,1365 BLOSSOM HILL RD,San Jose,95118,37.245681,-121.887964,06085511915,81458,16.7,highly_underserved,9
PR0300172,MANDARIN HOUSE,1375 BLOSSOM HILL RD STE 12,San Jose,95118,37.2449515,-121.8900859,06085511915,81458,16.7,highly_underserved,9
PR0300173,GET N GO,1763 BLOSSOM HILL RD,San Jose,95124,37.236381,-121.914497,06085506803,194219,6.7,moderate,5
PR0300174,TEA GARDEN CHINESE KITCHEN,14030 BLOSSOM HILL RD,Los Gatos,95032,37.2348349,-121.9507496,06085506900,222166,3.2,moderate,3
PR0300175,ALTA VISTA ELEMENTARY SCHOOL,200 BLOSSOM VALLEY DR,Los Gatos,95032,37.239719,-121.940633,06085506804,221071,2.5,moderate,3
PR0300176,SAFEWAY #767,6150 BOLLINGER RD,San Jose,95129,37.3099826,-122.011886,06085507903,223571,2.5,moderate,3
PR0300177,99 HEALTHY WORLD,6136 BOLLINGER RD,San Jose,95129,37.310384,-122.011106,06085507903,223571,2.5,moderate,3
PR0300179,GUADALAJARA MARKET,829 BORREGAS AV,Sunnyvale,94085,37.39707,-122.022918,06085509001,162981,7.6,underserved,6
PR0300181,BRANHAM LOUNGE,1116 BRANHAM LN,San Jose,95118,37.2626386,-121.877617,06085502909,101607,5.8,underserved,6
PR0300183,JOHN MUIR JR HIGH SCHOOL,1260 BRANHAM LN,San Jose,95118,37.261122,-121.883186,06085502909,101607,5.8,underserved,6
PR0300184,7-ELEVEN FOOD STORE #14290,1421 BRANHAM LN,San Jose,95118,37.259141,-121.891145,06085502907,213056,5.8,well_served,2
PR0300185,BRET HARTE JR HIGH,7050 BRET HARTE DR,San Jose,95120,37.212145,-121.846164,06085511907,250001,0.9,moderate,4
PR0300186,RIVER GLEN ELEMENTARY SCHOOL,1088 BROADWAY,San Jose,95125,37.31091,-121.901871,06085501800,142235,6.8,underserved,6
PR0300187,REDWOOD STORE,20121 BROADWAY,Los Gatos,95030,37.158522,-121.98651,06085511800,196786,4.0,moderate,4
PR0300188,JOHN F KENNEDY MIDDLE SCHOOL,821 BUBB RD,Cupertino,95014,37.311803,-122.050603,06085507702,250001,5.3,moderate,4
PR0300189,GUSSIE M BAKER SCHOOL,4845 BUCKNALL RD,San Jose,95130,37.283518,-121.985751,06085506604,191843,2.7,well_served,2
PR0300190,ALEX'S 49ER INN,2214 BUSINESS CL,San Jose,95128,37.322494,-121.932802,06085502001,94794,13.4,highly_underserved,9
PR0300193,SPRING VALLEY GOLF COURSE-CLUB,3441 CALAVERAS BL,Milpitas,95035,37.447589,-121.850245,06085504424,153333,5.0,underserved,7
PR0300194,SAV-MORE LIQUOR STORE,689 CALDERON AV,Mountain View,94041,37.38514,-122.075612,06085509700,209607,4.6,underserved,6
PR0300196,RENE-ROSE ISLAND CUISINE,621 CALIENTE DR,Sunnyvale,94086,37.3910819,-122.0134529,06085508900,156726,8.0,underserved,6
PR0300197,MOLLIE STONES MARKET,164 CALIFORNIA AV,Palo Alto,94306,37.428944,-122.143391,06085511501,173470,10.3,underserved,7
PR0300201,NAMASTE INDIAN CUISINE,447 CALIFORNIA AV,Palo Alto,94306,37.4258721,-122.1451764,06085511501,173470,10.3,underserved,7
PR0300202,LA BODEGUITA DEL MEDIO,463 CALIFORNIA AV,Palo Alto,94306,37.4256413,-122.1453639,06085511501,173470,10.3,underserved,7
PR0300203,CALIFORNIA STREET MARKET,1595 CALIFORNIA ST,Mountain View,94041,37.394673,-122.089417,06085509500,178892,7.9,underserved,8
PR0300204,LIQUOR & FOOD MART,2339 CALIFORNIA ST,Mountain View,94040,37.4022939,-122.1060452,06085509404,203864,3.7,moderate,4
PR0300206,CHINA WOK RESTAURANT,2633 CALIFORNIA ST,Mountain View,94040,37.406042,-122.111857,06085509401,149258,7.7,underserved,8
PR0300207,7-ELEVEN 2366-14333E,2640 CALIFORNIA ST,Mountain View,94040,37.406533,-122.111764,06085509401,149258,7.7,underserved,8
PR0300208,JACK IN THE BOX #426,1301 CAMDEN AV,Campbell,95008,37.2695259,-121.9459112,06085502703,145541,10.8,underserved,6
PR0300209,WIENERSCHNITZEL #33,1330 CAMDEN AV,Campbell,95008,37.2699007999,-121.945289,06085502701,133658,7.4,moderate,5
PR0300210,FOSTERS FREEZE,1360 CAMDEN AV,Campbell,95008,37.269343,-121.944517,06085502701,133658,7.4,moderate,5
PR0300212,HOUSE OF PHO,1852 CAMDEN AV,San Jose,95124,37.2614139,-121.9206972,06085502800,185962,8.6,moderate,5
PR0300213,ROUND TABLE PIZZA #879,5385 CAMDEN AV,San Jose,95124,37.241134,-121.9046654,06085506803,194219,6.7,moderate,5
PR0300214,LELAND HIGH SCHOOL,6677 CAMDEN AV,San Jose,95120,37.219489,-121.844854,06085511907,250001,0.9,moderate,4
PR0300215,CASK N FLASK,14520 CAMDEN AV,San Jose,95124,37.261633,-121.922548,06085502800,185962,8.6,moderate,5
PR0300216,7-ELEVEN #14278G,14700 CAMDEN AV,San Jose,95124,37.261591,-121.92885,06085502800,185962,8.6,moderate,5
PR0300218,7 ELEVEN FOOD STORE #2367-14262D,5745 CAMDEN AV,San Jose,95124,37.232535,-121.903696,06085506900,222166,3.2,moderate,3
PR0300219,MANLEY'S DONUT,5721 CAMDEN AV,San Jose,95124,37.2345321,-121.9035982,06085506900,222166,3.2,moderate,3
PR0300220,CAMPBELL NUTRITION CENTER,1 W CAMPBELL AV,Campbell,95008,37.28715,-121.949866,06085506503,111225,5.9,underserved,7
PR0300221,CARDIFF LOUNGE,260 E CAMPBELL AV,Campbell,95008,37.286764,-121.945302,06085506502,143500,5.0,moderate,3
PR0300222,7 STARS BAR & GRILL,400 E CAMPBELL AV,Campbell,95008,37.2870447,-121.9428300999,06085506502,143500,5.0,moderate,3
PR0300224,JACK IN THE BOX #412,1450 W CAMPBELL AV,Campbell,95008,37.285778,-121.975755,06085506603,250001,6.2,underserved,7
PR0300226,BASKIN ROBBINS ICE CREAM-1720,1720 W CAMPBELL AV,Campbell,95008,37.285294,-121.97913,06085506604,191843,2.7,well_served,2
PR0300227,MT. PLEASANT SCHOOL,14275 CANDLER AV,San Jose,95127,37.354511,-121.810049,06085503508,125469,10.3,highly_underserved,9
PR0300230,CUBA LIBRE,284 N CAPITOL AV,San Jose,95127,37.3693069,-121.8420577,06085503903,131806,9.0,underserved,7
PR0300232,COLOSSEUM NEW YORK PIZZA LLC,761 E CAPITOL AV,Milpitas,95035,37.4081855,-121.8895875,06085504509,181165,2.5,well_served,2
PR0300233,THE NOTE LOUNGE,765 E CAPITOL AV,Milpitas,95035,37.4081594,-121.8895454,06085504509,181165,2.5,well_served,2
PR0300234,LEE'S SUPERMARKET MILPITAS,777 E CAPITOL AV,Milpitas,95035,37.407931,-121.889002,06085504509,181165,2.5,well_served,2
PR0300235,S & S MARKET #1,1148 S CAPITOL AV,San Jose,95127,37.349886,-121.825874,06085503510,135926,4.9,moderate,5
PR0300240,CARLTON SCHOOL,2421 CARLTON AV,San Jose,95124,37.248336,-121.946471,06085506802,202796,1.3,moderate,5
PR0300241,IDELLA LIETZ ELEMENTARY SCHOOL,5300 CARTER AV,San Jose,95118,37.242021,-121.902156,06085502906,126438,6.7,underserved,7
PR0300245,AGAVE,194 CASTRO ST,Mountain View,94043,37.3939279,-122.0789193,06085509600,188676,14.7,underserved,6
PR0300246,RISTORANTE DON GIOVANNI,235 CASTRO ST,Mountain View,94041,37.393333,-122.079134,06085509600,188676,14.7,underserved,6
PR0300247,NEW MONGOLIAN BBQ,304 CASTRO ST,Mountain View,94041,37.3923916,-122.0799607,06085509600,188676,14.7,underserved,6
PR0300248,KIRIN BISTRO INC,485 CASTRO ST,Mountain View,94041,37.390485,-122.080622,06085509600,188676,14.7,underserved,6
PR0300252,CAPRI SCHOOL,850 CHAPMAN DR,Campbell,95008,37.26667,-121.964809,06085506703,154149,5.1,underserved,7
PR0300253,STEVENSON HOUSE - LA COMIDA SENIOR NUTRITION PROGRAM,455 E CHARLESTON RD,Palo Alto,94306,37.419211,-122.113382,06085510803,250001,7.0,underserved,7
PR0300255,CAMPBELL SCHOOL OF INNOVATION,295 CHERRY LN,Campbell,95008,37.28365,-121.954864,06085506503,111225,5.9,underserved,7
PR0300256,BRACHER SCHOOL,2700 CHROMITE,Santa Clara,95051,37.367226,-121.976328,06085505301,200781,5.7,underserved,6
PR0300257,CLUB RODEO BAR & GRILL,610 COLEMAN AV,San Jose,95110,37.341641,-121.908545,06085500300,107431,9.6,underserved,7
PR0300258,CLUB RODEO/RIO,640 COLEMAN AV,San Jose,95110,37.341399,-121.9092873,06085500300,107431,9.6,underserved,7
PR0300261,ROUND TABLE PIZZA,702 COLORADO AV,Palo Alto,94303,37.4331051,-122.1283971,06085511000,250001,1.8,moderate,3
PR0300262,7-ELEVEN FOOD STORE #2234-14315G,708 COLORADO ST,Palo Alto,94303,37.433075,-122.128188,06085511000,250001,1.8,moderate,3
PR0300263,KIPP DCP,1250 S KING RD,San Jose,95122,37.3380685,-121.8413104,06085503504,139180,6.5,underserved,6
PR0300265,WILLOW GLEN HIGH SCHOOL,2001 COTTLE AV,San Jose,95125,37.290783,-121.89591,06085502500,225694,4.6,moderate,3
PR0300266,WILLOW GLEN MIDDLE SCHOOL,2105 COTTLE AV,San Jose,95125,37.289862,-121.895374,06085502500,225694,4.6,moderate,3
PR0300267,COUNTRY LANE SCHOOL,5140 COUNTRY LN,San Jose,95129,37.298378,-121.991767,06085506202,189032,3.8,moderate,5
PR0300268,CHRISTOPHER SCHOOL,565 COYOTE RD,San Jose,95111,37.279498,-121.818004,06085503208,163558,17.0,underserved,8
PR0300273,WILLIAM C OVERFELT HIGH SCHOOL,1835 CUNNINGHAM AV,San Jose,95122,37.331912,-121.829211,06085503504,139180,6.5,underserved,6
PR0300276,DRY CREEK LIQUORS,1886 CURTNER AV,San Jose,95124,37.275532,-121.923272,06085502901,135846,8.0,underserved,7
PR0300277,LYNHAVEN ELEMENTARY SCHOOL,881 S CYPRESS AV,San Jose,95117,37.311162,-121.959915,06085506302,182908,3.9,underserved,6
PR0300278,CASTILLEJA SCHOOL,1310 BRYANT ST,Palo Alto,94301,37.439434,-122.151594,06085511400,250001,1.4,moderate,4
PR0300279,ABRAHAM LINCOLN HIGH SCHOOL,555 DANA AV,San Jose,95126,37.32857,-121.923221,06085500500,166514,3.5,underserved,7
PR0300281,LA ESPUELA MEXICAN FOOD,854 W DANA ST,Mountain View,94041,37.3928168,-122.0803531,06085509600,188676,14.7,underserved,6
PR0300282,DARTMOUTH MIDDLE SCHOOL,5575 DARTMOUTH DR,San Jose,95118,37.239767,-121.896484,06085511916,191735,3.8,underserved,6
PR0300283,DAVES AVENUE ELEMENTARY SCHOOL,17770 DAVES AV,Monte Sereno,95030,37.240656,-121.980855,06085507206,250001,1.1,moderate,3
PR0300286,DEL MAR HIGH SCHOOL-GYM CONCESSIONS,1224 DEL MAR AV,San Jose,95128,37.303921,-121.9285004,06085502104,102105,9.6,underserved,8
PR0300287,DELMAS MARKET,101 DELMAS AV,San Jose,95110,37.330137,-121.89778,06085500800,151357,10.9,underserved,8
PR0300288,STARBRITE MARKET,893 DELMAS AV,San Jose,95125,37.317199,-121.893265,06085501800,142235,6.8,underserved,6
PR0300289,CHEER LITRE LIQUORS,104 DEMPSEY RD,Milpitas,95035,37.434443,-121.886092,06085504418,116310,6.3,underserved,7
PR0300290,STRATFORD SCHOOL,5200 DENT AV,San Jose,95118,37.248746,-121.897523,06085502906,126438,6.7,underserved,7
PR0300291,SAN MARTIN MARKET,13320 DEPOT ST,San Martin,95046,37.085784,-121.609498,06085512401,197540,12.3,underserved,6
PR0300292,SPICY WAY,42 DIXON RD,Milpitas,95035,37.4577951,-121.9106824,06085504422,141111,9.7,underserved,7
PR0300293,HANMARU KOREAN CUISINE,50 E DIXON RD,Milpitas,95035,37.4577835,-121.9105145,06085504422,141111,9.7,underserved,7
PR0300294,EASTERBROOK DISCOVERY SCHOOL,4835 DOYLE RD,San Jose,95129,37.303511,-121.986673,06085506202,189032,3.8,moderate,5
PR0300295,BOOKSIN ELEMENTARY SCHOOL,1590 DRY CREEK RD,San Jose,95125,37.288734,-121.9068,06085502500,225694,4.6,moderate,3
PR0300297,STOCKLMEIR CENTRAL KITCHEN,592 DUNHOLME WY,Sunnyvale,94087,37.34472,-122.026707,06085508203,250001,3.4,moderate,3
PR0300305,CAROLINE DAVIS SCHOOL,5035 EDENVIEW DR,San Jose,95111,37.266587,-121.812032,06085512042,111875,9.6,highly_underserved,11
PR0300310,SUDAM KOREAN CUISINE,4546 EL CAMINO REAL A5,Los Altos,94022,37.400591,-122.115012,06085510500,250001,5.2,moderate,5
PR0300313,JACK IN THE BOX #421,4896 EL CAMINO REAL,Los Altos,94022,37.3983578,-122.1087885,06085510400,250001,1.7,well_served,1
PR0300314,AMBER INDIA RESTAURANT,4926 EL CAMINO REAL,Los Altos,94022,37.398045,-122.107636,06085510400,250001,1.7,well_served,1
PR0300316,WALGREENS #0689,121 E EL CAMINO REAL,Mountain View,94040,37.379743,-122.072096,06085509902,222955,10.9,underserved,6
PR0300317,JACK IN THE BOX #453,200 W EL CAMINO REAL,Mountain View,94040,37.3810619,-122.0742143,06085509700,209607,4.6,underserved,6
