geoid,name,state,county,tract,block_group,total_population,under_18_population,age_65_plus_population,white_alone_population,black_alone_population,asian_alone_population,hispanic_or_latino_population,median_household_income,households_total,households_no_vehicle,households_no_vehicle_pct,poverty_rate_pct
060855033332,Block Group 2; Census Tract 5033.33; Santa Clara County; California,06,085,503333,2,3017,474,371,564,161,1599,394,199417,0,0,,
060855033361,Block Group 1; Census Tract 5033.36; Santa Clara County; California,06,085,503336,1,1031,164,205,83,0,713,216,173125,0,0,,
060855033362,Block Group 2; Census Tract 5033.36; Santa Clara County; California,06,085,503336,2,1830,265,297,60,72,1204,384,193775,0,0,,
060855033371,Block Group 1; Census Tract 5033.37; Santa Clara County; California,06,085,503337,1,2525,356,424,130,184,1834,276,141964,0,0,,
060855033372,Block Group 2; Census Tract 5033.37; Santa Clara County; California,06,085,503337,2,1884,328,225,166,0,1254,530,179091,0,0,,
060855033381,Block Group 1; Census Tract 5033.38; Santa Clara County; California,06,085,503338,1,2060,473,198,194,13,1737,38,250001,0,0,,
060855033382,Block Group 2; Census Tract 5033.38; Santa Clara County; California,06,085,503338,2,1912,424,450,471,0,1216,152,250001,0,0,,
060855033391,Block Group 1; Census Tract 5033.39; Santa Clara County; California,06,085,503339,1,1711,336,168,231,0,1292,46,250001,0,0,,
060855033392,Block Group 2; Census Tract 5033.39; Santa Clara County; California,06,085,503339,2,2116,590,363,547,22,1388,106,250001,0,0,,
060855034011,Block Group 1; Census Tract 5034.01; Santa Clara County; California,06,085,503401,1,870,138,94,33,0,179,683,105804,0,0,,
060855034012,Block Group 2; Census Tract 5034.01; Santa Clara County; California,06,085,503401,2,1472,349,205,129,13,496,854,158092,0,0,,
060855034013,Block Group 3; Census Tract 5034.01; Santa Clara County; California,06,085,503401,3,1731,280,332,93,22,261,1401,67188,0,0,,
060855034021,Block Group 1; Census Tract 5034.02; Santa Clara County; California,06,085,503402,1,2108,550,259,227,5,572,1340,121250,0,0,,
060855034022,Block Group 2; Census Tract 5034.02; Santa Clara County; California,06,085,503402,2,1157,248,183,65,0,301,777,40603,0,0,,
060855034023,Block Group 3; Census Tract 5034.02; Santa Clara County; California,06,085,503402,3,1014,174,206,15,0,385,621,175125,0,0,,
060855035041,Block Group 1; Census Tract 5035.04; Santa Clara County; California,06,085,503504,1,923,88,35,15,0,78,825,205322,0,0,,
060855035042,Block Group 2; Census Tract 5035.04; Santa Clara County; California,06,085,503504,2,1116,202,197,24,0,448,597,118717,0,0,,
060855035043,Block Group 3; Census Tract 5035.04; Santa Clara County; California,06,085,503504,3,1584,364,109,35,59,338,1177,94430,0,0,,
060855035044,Block Group 4; Census Tract 5035.04; Santa Clara County; California,06,085,503504,4,1903,396,240,42,0,575,1171,156492,0,0,,
060855035061,Block Group 1; Census Tract 5035.06; Santa Clara County; California,06,085,503506,1,2428,603,554,175,0,1281,1023,114583,0,0,,
060855035062,Block Group 2; Census Tract 5035.06; Santa Clara County; California,06,085,503506,2,1463,306,137,61,0,258,1019,121875,0,0,,
060855035063,Block Group 3; Census Tract 5035.06; Santa Clara County; California,06,085,503506,3,2329,821,328,54,180,102,1998,86406,0,0,,
060855035071,Block Group 1; Census Tract 5035.07; Santa Clara County; California,06,085,503507,1,2290,461,348,50,18,797,1423,168716,0,0,,
060855035081,Block Group 1; Census Tract 5035.08; Santa Clara County; California,06,085,503508,1,2112,467,378,25,157,313,1531,111806,0,0,,
060855035082,Block Group 2; Census Tract 5035.08; Santa Clara County; California,06,085,503508,2,1581,387,173,164,36,565,578,134038,0,0,,
060855035083,Block Group 3; Census Tract 5035.08; Santa Clara County; California,06,085,503508,3,2286,548,235,430,69,135,2027,132083,0,0,,
060855035091,Block Group 1; Census Tract 5035.09; Santa Clara County; California,06,085,503509,1,2138,717,207,62,28,478,1574,166250,0,0,,
060855035092,Block Group 2; Census Tract 5035.09; Santa Clara County; California,06,085,503509,2,1852,382,326,183,123,805,851,133750,0,0,,
060855035101,Block Group 1; Census Tract 5035.10; Santa Clara County; California,06,085,503510,1,1889,529,63,268,3,161,1476,122098,0,0,,
060855035102,Block Group 2; Census Tract 5035.10; Santa Clara County; California,06,085,503510,2,789,89,100,163,0,288,301,184444,0,0,,
060855035103,Block Group 3; Census Tract 5035.10; Santa Clara County; California,06,085,503510,3,1592,323,281,172,0,408,966,122300,0,0,,
060855035111,Block Group 1; Census Tract 5035.11; Santa Clara County; California,06,085,503511,1,1672,326,378,64,103,1045,499,136111,0,0,,
060855035112,Block Group 2; Census Tract 5035.11; Santa Clara County; California,06,085,503511,2,1888,401,246,197,8,617,1096,108958,0,0,,
060855036011,Block Group 1; Census Tract 5036.01; Santa Clara County; California,06,085,503601,1,1538,275,249,235,47,387,869,120650,0,0,,
060855036012,Block Group 2; Census Tract 5036.01; Santa Clara County; California,06,085,503601,2,1986,568,154,643,38,277,1238,90227,0,0,,
060855036021,Block Group 1; Census Tract 5036.02; Santa Clara County; California,06,085,503602,1,1333,338,189,99,5,256,973,102759,0,0,,
060855036022,Block Group 2; Census Tract 5036.02; Santa Clara County; California,06,085,503602,2,1932,399,477,48,18,798,1057,98750,0,0,,
060855036023,Block Group 3; Census Tract 5036.02; Santa Clara County; California,06,085,503602,3,1611,532,196,138,82,473,1056,98304,0,0,,
060855037031,Block Group 1; Census Tract 5037.03; Santa Clara County; California,06,085,503703,1,1642,404,231,144,0,321,1307,99583,0,0,,
060855037032,Block Group 2; Census Tract 5037.03; Santa Clara County; California,06,085,503703,2,2216,445,216,21,128,602,1479,109444,0,0,,
060855037071,Block Group 1; Census Tract 5037.07; Santa Clara County; California,06,085,503707,1,1732,238,214,209,64,672,951,128873,0,0,,
060855037072,Block Group 2; Census Tract 5037.07; Santa Clara County; California,06,085,503707,2,1821,396,289,99,21,1152,575,92054,0,0,,
060855037073,Block Group 3; Census Tract 5037.07; Santa Clara County; California,06,085,503707,3,1112,117,129,88,56,196,675,71600,0,0,,
060855037081,Block Group 1; Census Tract 5037.08; Santa Clara County; California,06,085,503708,1,2530,445,434,212,2,1703,521,103446,0,0,,
060855037091,Block Group 1; Census Tract 5037.09; Santa Clara County; California,06,085,503709,1,3855,1008,648,216,322,1948,1086,91696,0,0,,
060855037092,Block Group 2; Census Tract 5037.09; Santa Clara County; California,06,085,503709,2,887,117,281,89,0,561,208,46404,0,0,,
060855037093,Block Group 3; Census Tract 5037.09; Santa Clara County; California,06,085,503709,3,1120,50,366,37,1,1035,47,-666666666,0,0,,
060855037101,Block Group 1; Census Tract 5037.10; Santa Clara County; California,06,085,503710,1,1553,354,339,47,0,593,801,33750,0,0,,
060855037102,Block Group 2; Census Tract 5037.10; Santa Clara County; California,06,085,503710,2,1493,308,294,210,0,568,773,55769,0,0,,
060855037111,Block Group 1; Census Tract 5037.11; Santa Clara County; California,06,085,503711,1,789,144,51,42,1,387,351,79886,0,0,,
060855037112,Block Group 2; Census Tract 5037.11; Santa Clara County; California,06,085,503711,2,1731,490,198,158,0,604,1104,108287,0,0,,
060855037113,Block Group 3; Census Tract 5037.11; Santa Clara County; California,06,085,503711,3,1503,418,204,73,15,198,1213,113929,0,0,,
060855037121,Block Group 1; Census Tract 5037.12; Santa Clara County; California,06,085,503712,1,772,190,74,12,0,371,389,76579,0,0,,
060855037122,Block Group 2; Census Tract 5037.12; Santa Clara County; California,06,085,503712,2,1165,239,310,71,35,351,759,46766,0,0,,
060855037123,Block Group 3; Census Tract 5037.12; Santa Clara County; California,06,085,503712,3,1833,262,646,130,21,1003,656,50160,0,0,,
060855037131,Block Group 1; Census Tract 5037.13; Santa Clara County; California,06,085,503713,1,2371,618,345,110,163,825,1326,68087,0,0,,
060855037132,Block Group 2; Census Tract 5037.13; Santa Clara County; California,06,085,503713,2,711,236,44,29,0,207,475,85673,0,0,,
060855038021,Block Group 1; Census Tract 5038.02; Santa Clara County; California,06,085,503802,1,1079,119,342,48,0,1031,12,236563,0,0,,
060855038022,Block Group 2; Census Tract 5038.02; Santa Clara County; California,06,085,503802,2,1936,468,186,145,124,658,941,113795,0,0,,
060855038023,Block Group 3; Census Tract 5038.02; Santa Clara County; California,06,085,503802,3,1437,299,242,291,58,395,714,117549,0,0,,
060855038024,Block Group 4; Census Tract 5038.02; Santa Clara County; California,06,085,503802,4,3195,998,508,282,1,979,1391,94091,0,0,,
060855038031,Block Group 1; Census Tract 5038.03; Santa Clara County; California,06,085,503803,1,2421,653,338,120,26,1097,1093,195156,0,0,,
060855038032,Block Group 2; Census Tract 5038.03; Santa Clara County; California,06,085,503803,2,1520,314,198,172,95,965,405,149438,0,0,,
060855038033,Block Group 3; Census Tract 5038.03; Santa Clara County; California,06,085,503803,3,1447,173,273,234,42,912,192,199625,0,0,,
060855038041,Block Group 1; Census Tract 5038.04; Santa Clara County; California,06,085,503804,1,2279,345,508,310,52,1146,648,153611,0,0,,
060855038042,Block Group 2; Census Tract 5038.04; Santa Clara County; California,06,085,503804,2,1735,200,174,35,87,829,852,79688,0,0,,
060855038043,Block Group 3; Census Tract 5038.04; Santa Clara County; California,06,085,503804,3,2217,381,389,353,93,1629,185,169167,0,0,,
060855039021,Block Group 1; Census Tract 5039.02; Santa Clara County; California,06,085,503902,1,1864,384,191,278,0,449,1229,130625,0,0,,
060855039022,Block Group 2; Census Tract 5039.02; Santa Clara County; California,06,085,503902,2,1051,296,75,239,0,52,895,128813,0,0,,
060855039023,Block Group 3; Census Tract 5039.02; Santa Clara County; California,06,085,503902,3,1580,191,332,296,0,763,655,136771,0,0,,
060855039024,Block Group 4; Census Tract 5039.02; Santa Clara County; California,06,085,503902,4,1692,477,190,327,28,256,1119,96125,0,0,,
060855039031,Block Group 1; Census Tract 5039.03; Santa Clara County; California,06,085,503903,1,1642,199,339,228,6,1014,377,128597,0,0,,
060855039032,Block Group 2; Census Tract 5039.03; Santa Clara County; California,06,085,503903,2,1269,254,151,171,91,344,662,163023,0,0,,
060855040011,Block Group 1; Census Tract 5040.01; Santa Clara County; California,06,085,504001,1,1596,390,182,169,11,208,1355,121359,0,0,,
060855040012,Block Group 2; Census Tract 5040.01; Santa Clara County; California,06,085,504001,2,1869,226,358,236,0,671,1068,118750,0,0,,
060855040013,Block Group 3; Census Tract 5040.01; Santa Clara County; California,06,085,504001,3,1408,236,242,125,37,358,922,59922,0,0,,
060855040021,Block Group 1; Census Tract 5040.02; Santa Clara County; California,06,085,504002,1,2634,607,360,340,17,1056,1375,91573,0,0,,
060855040022,Block Group 2; Census Tract 5040.02; Santa Clara County; California,06,085,504002,2,1545,508,82,182,0,158,1387,150764,0,0,,
060855040023,Block Group 3; Census Tract 5040.02; Santa Clara County; California,06,085,504002,3,2197,339,224,227,0,972,1032,84702,0,0,,
060855041011,Block Group 1; Census Tract 5041.01; Santa Clara County; California,06,085,504101,1,1287,170,288,263,29,396,756,154861,0,0,,
060855041012,Block Group 2; Census Tract 5041.01; Santa Clara County; California,06,085,504101,2,1170,256,268,109,0,100,933,106406,0,0,,
060855041013,Block Group 3; Census Tract 5041.01; Santa Clara County; California,06,085,504101,3,1171,244,212,236,10,387,495,144479,0,0,,
060855041021,Block Group 1; Census Tract 5041.02; Santa Clara County; California,06,085,504102,1,2325,433,404,215,0,751,1378,188295,0,0,,
060855041022,Block Group 2; Census Tract 5041.02; Santa Clara County; California,06,085,504102,2,1931,445,276,208,0,491,1095,157986,0,0,,
060855041023,Block Group 3; Census Tract 5041.02; Santa Clara County; California,06,085,504102,3,1017,133,249,36,0,376,616,77283,0,0,,
060855042011,Block Group 1; Census Tract 5042.01; Santa Clara County; California,06,085,504201,1,3041,733,412,1137,118,959,589,161553,0,0,,
060855042012,Block Group 2; Census Tract 5042.01; Santa Clara County; California,06,085,504201,2,1596,302,397,361,22,922,195,250001,0,0,,
060855042013,Block Group 3; Census Tract 5042.01; Santa Clara County; California,06,085,504201,3,1383,212,190,482,87,509,330,207143,0,0,,
060855042021,Block Group 1; Census Tract 5042.02; Santa Clara County; California,06,085,504202,1,710,117,239,250,24,307,95,195227,0,0,,
060855042022,Block Group 2; Census Tract 5042.02; Santa Clara County; California,06,085,504202,2,2082,364,380,556,79,620,827,228472,0,0,,
060855042023,Block Group 3; Census Tract 5042.02; Santa Clara County; California,06,085,504202,3,1359,142,298,462,51,553,325,233026,0,0,,
060855043071,Block Group 1; Census Tract 5043.07; Santa Clara County; California,06,085,504307,1,2487,509,312,121,22,1779,569,154322,0,0,,
060855043072,Block Group 2; Census Tract 5043.07; Santa Clara County; California,06,085,504307,2,3229,660,670,624,13,1912,803,161184,0,0,,
060855043081,Block Group 1; Census Tract 5043.08; Santa Clara County; California,06,085,504308,1,2007,487,239,406,37,1013,306,250001,0,0,,
060855043082,Block Group 2; Census Tract 5043.08; Santa Clara County; California,06,085,504308,2,1179,77,314,275,0,808,65,73542,0,0,,
060855043083,Block Group 3; Census Tract 5043.08; Santa Clara County; California,06,085,504308,3,1712,325,367,427,32,893,445,250001,0,0,,
060855043111,Block Group 1; Census Tract 5043.11; Santa Clara County; California,06,085,504311,1,2646,396,400,708,0,1785,134,202981,0,0,,
060855043112,Block Group 2; Census Tract 5043.11; Santa Clara County; California,06,085,504311,2,1862,197,419,77,11,1737,79,216736,0,0,,
060855043113,Block Group 3; Census Tract 5043.11; Santa Clara County; California,06,085,504311,3,2894,301,35,74,197,1970,532,153691,0,0,,
060855043114,Block Group 4; Census Tract 5043.11; Santa Clara County; California,06,085,504311,4,1448,290,370,32,16,1235,157,170945,0,0,,
060855043141,Block Group 1; Census Tract 5043.14; Santa Clara County; California,06,085,504314,1,1169,197,180,89,17,728,267,168833,0,0,,
060855043142,Block Group 2; Census Tract 5043.14; Santa Clara County; California,06,085,504314,2,1388,343,163,27,46,1127,157,250001,0,0,,
060855043143,Block Group 3; Census Tract 5043.14; Santa Clara County; California,06,085,504314,3,560,123,173,97,0,335,107,-666666666,0,0,,
060855043144,Block Group 4; Census Tract 5043.14; Santa Clara County; California,06,085,504314,4,1308,186,414,77,141,759,259,198229,0,0,,
060855043151,Block Group 1; Census Tract 5043.15; Santa Clara County; California,06,085,504315,1,1416,259,154,246,0,1019,84,163839,0,0,,
060855043152,Block Group 2; Census Tract 5043.15; Santa Clara County; California,06,085,504315,2,561,54,74,87,4,346,124,250001,0,0,,
060855043153,Block Group 3; Census Tract 5043.15; Santa Clara County; California,06,085,504315,3,2137,304,433,263,0,1620,267,192014,0,0,,
060855043154,Block Group 4; Census Tract 5043.15; Santa Clara County; California,06,085,504315,4,1104,178,163,229,29,846,60,250001,0,0,,
060855043155,Block Group 5; Census Tract 5043.15; Santa Clara County; California,06,085,504315,5,1257,280,67,206,42,541,436,115877,0,0,,
060855043161,Block Group 1; Census Tract 5043.16; Santa Clara County; California,06,085,504316,1,2547,365,382,230,9,1664,620,194167,0,0,,
060855043162,Block Group 2; Census Tract 5043.16; Santa Clara County; California,06,085,504316,2,2856,521,434,268,6,2186,389,187708,0,0,,
060855043171,Block Group 1; Census Tract 5043.17; Santa Clara County; California,06,085,504317,1,2281,342,617,232,0,1535,448,194625,0,0,,
060855043172,Block Group 2; Census Tract 5043.17; Santa Clara County; California,06,085,504317,2,1358,107,317,94,0,1081,128,169342,0,0,,
060855043181,Block Group 1; Census Tract 5043.18; Santa Clara County; California,06,085,504318,1,1384,181,190,166,28,780,229,163250,0,0,,
060855043182,Block Group 2; Census Tract 5043.18; Santa Clara County; California,06,085,504318,2,1931,259,246,186,0,1632,97,83807,0,0,,
060855043183,Block Group 3; Census Tract 5043.18; Santa Clara County; California,06,085,504318,3,4674,1219,512,480,117,1992,2109,107368,0,0,,
060855043191,Block Group 1; Census Tract 5043.19; Santa Clara County; California,06,085,504319,1,2218,410,457,293,96,1528,129,176020,0,0,,
060855043192,Block Group 2; Census Tract 5043.19; Santa Clara County; California,06,085,504319,2,1987,277,353,153,0,1685,113,250001,0,0,,
060855043193,Block Group 3; Census Tract 5043.19; Santa Clara County; California,06,085,504319,3,792,124,47,29,0,526,196,-666666666,0,0,,
060855043194,Block Group 4; Census Tract 5043.19; Santa Clara County; California,06,085,504319,4,983,103,318,228,15,336,414,-666666666,0,0,,
060855043201,Block Group 1; Census Tract 5043.20; Santa Clara County; California,06,085,504320,1,1781,351,360,163,55,1256,261,171000,0,0,,
060855043202,Block Group 2; Census Tract 5043.20; Santa Clara County; California,06,085,504320,2,1209,175,421,119,22,875,126,200577,0,0,,
060855043211,Block Group 1; Census Tract 5043.21; Santa Clara County; California,06,085,504321,1,2524,347,487,304,77,1653,440,139808,0,0,,
060855043212,Block Group 2; Census Tract 5043.21; Santa Clara County; California,06,085,504321,2,1590,218,196,162,2,860,540,180938,0,0,,
060855043213,Block Group 3; Census Tract 5043.21; Santa Clara County; California,06,085,504321,3,1442,371,253,185,24,709,231,212778,0,0,,
060855043221,Block Group 1; Census Tract 5043.22; Santa Clara County; California,06,085,504322,1,775,149,188,90,231,394,36,89643,0,0,,
060855043222,Block Group 2; Census Tract 5043.22; Santa Clara County; California,06,085,504322,2,2030,427,336,176,25,1313,338,197083,0,0,,
060855043223,Block Group 3; Census Tract 5043.22; Santa Clara County; California,06,085,504322,3,2480,542,34,186,0,2137,115,160625,0,0,,
060855043231,Block Group 1; Census Tract 5043.23; Santa Clara County; California,06,085,504323,1,1447,254,382,253,47,1067,173,161620,0,0,,
060855043232,Block Group 2; Census Tract 5043.23; Santa Clara County; California,06,085,504323,2,2691,647,292,265,71,2157,155,168625,0,0,,
060855043233,Block Group 3; Census Tract 5043.23; Santa Clara County; California,06,085,504323,3,1676,372,271,566,0,1021,94,141364,0,0,,
060855044101,Block Group 1; Census Tract 5044.10; Santa Clara County; California,06,085,504410,1,1751,224,261,169,0,1316,144,193889,0,0,,
060855044102,Block Group 2; Census Tract 5044.10; Santa Clara County; California,06,085,504410,2,2209,587,338,420,52,1071,745,126750,0,0,,
060855044111,Block Group 1; Census Tract 5044.11; Santa Clara County; California,06,085,504411,1,3138,477,470,434,45,1990,725,183824,0,0,,
060855044112,Block Group 2; Census Tract 5044.11; Santa Clara County; California,06,085,504411,2,2415,411,358,539,17,1363,274,146250,0,0,,
060855044121,Block Group 1; Census Tract 5044.12; Santa Clara County; California,06,085,504412,1,1042,220,186,159,8,735,129,222961,0,0,,
060855044122,Block Group 2; Census Tract 5044.12; Santa Clara County; California,06,085,504412,2,1424,448,114,12,0,1006,385,130875,0,0,,
060855044123,Block Group 3; Census Tract 5044.12; Santa Clara County; California,06,085,504412,3,1360,201,129,52,22,1193,210,143833,0,0,,
060855044124,Block Group 4; Census Tract 5044.12; Santa Clara County; California,06,085,504412,4,1102,297,97,55,0,823,187,146215,0,0,,
060855044131,Block Group 1; Census Tract 5044.13; Santa Clara County; California,06,085,504413,1,1963,385,551,178,27,1549,114,155982,0,0,,
060855044141,Block Group 1; Census Tract 5044.14; Santa Clara County; California,06,085,504414,1,2637,686,724,209,15,2174,154,141250,0,0,,
060855044142,Block Group 2; Census Tract 5044.14; Santa Clara County; California,06,085,504414,2,1593,297,397,108,0,1315,29,136250,0,0,,
060855044143,Block Group 3; Census Tract 5044.14; Santa Clara County; California,06,085,504414,3,911,133,150,171,0,677,31,248523,0,0,,
060855044151,Block Group 1; Census Tract 5044.15; Santa Clara County; California,06,085,504415,1,1774,332,321,129,16,1482,85,219281,0,0,,
060855044152,Block Group 2; Census Tract 5044.15; Santa Clara County; California,06,085,504415,2,1854,419,369,172,0,1490,171,187500,0,0,,
060855044153,Block Group 3; Census Tract 5044.15; Santa Clara County; California,06,085,504415,3,1257,263,261,377,0,755,91,212361,0,0,,
060855044161,Block Group 1; Census Tract 5044.16; Santa Clara County; California,06,085,504416,1,1959,562,253,106,12,1770,101,208750,0,0,,
060855044162,Block Group 2; Census Tract 5044.16; Santa Clara County; California,06,085,504416,2,1832,443,172,528,24,1192,33,190554,0,0,,
060855044181,Block Group 1; Census Tract 5044.18; Santa Clara County; California,06,085,504418,1,986,164,201,180,0,403,436,94031,0,0,,
060855044182,Block Group 2; Census Tract 5044.18; Santa Clara County; California,06,085,504418,2,2005,411,472,205,57,1278,424,161071,0,0,,
060855044183,Block Group 3; Census Tract 5044.18; Santa Clara County; California,06,085,504418,3,960,153,67,49,22,464,444,130081,0,0,,
060855044211,Block Group 1; Census Tract 5044.21; Santa Clara County; California,06,085,504421,1,1439,208,420,74,0,1097,279,232591,0,0,,
060855044212,Block Group 2; Census Tract 5044.21; Santa Clara County; California,06,085,504421,2,1755,355,363,254,25,1283,173,158859,0,0,,
060855044213,Block Group 3; Census Tract 5044.21; Santa Clara County; California,06,085,504421,3,2228,653,279,231,225,1677,83,153000,0,0,,
060855044221,Block Group 1; Census Tract 5044.22; Santa Clara County; California,06,085,504422,1,1652,397,261,44,23,1293,231,100852,0,0,,
060855044222,Block Group 2; Census Tract 5044.22; Santa Clara County; California,06,085,504422,2,1788,312,321,140,2,1467,71,184625,0,0,,
060855044231,Block Group 1; Census Tract 5044.23; Santa Clara County; California,06,085,504423,1,2101,443,355,387,69,1194,337,181250,0,0,,
060855044241,Block Group 1; Census Tract 5044.24; Santa Clara County; California,06,085,504424,1,741,48,229,157,0,484,105,185313,0,0,,
060855044242,Block Group 2; Census Tract 5044.24; Santa Clara County; California,06,085,504424,2,1912,341,402,381,11,1105,325,122750,0,0,,
060855044243,Block Group 3; Census Tract 5044.24; Santa Clara County; California,06,085,504424,3,1315,248,186,84,0,926,102,144097,0,0,,
060855044244,Block Group 4; Census Tract 5044.24; Santa Clara County; California,06,085,504424,4,1006,174,131,251,0,573,332,153750,0,0,,
060855045051,Block Group 1; Census Tract 5045.05; Santa Clara County; California,06,085,504505,1,806,74,280,0,26,686,94,141337,0,0,,
060855045052,Block Group 2; Census Tract 5045.05; Santa Clara County; California,06,085,504505,2,2357,485,582,707,44,1475,107,-666666666,0,0,,
060855045053,Block Group 3; Census Tract 5045.05; Santa Clara County; California,06,085,504505,3,1901,252,46,15,0,1602,255,210865,0,0,,
060855045054,Block Group 4; Census Tract 5045.05; Santa Clara County; California,06,085,504505,4,6546,1310,43,437,312,4759,991,250001,0,0,,
060855045061,Block Group 1; Census Tract 5045.06; Santa Clara County; California,06,085,504506,1,1708,532,126,410,0,1153,381,250001,0,0,,
060855045062,Block Group 2; Census Tract 5045.06; Santa Clara County; California,06,085,504506,2,1324,355,59,150,0,789,385,180716,0,0,,
060855045063,Block Group 3; Census Tract 5045.06; Santa Clara County; California,06,085,504506,3,2474,300,507,272,43,1943,249,76753,0,0,,
060855045064,Block Group 4; Census Tract 5045.06; Santa Clara County; California,06,085,504506,4,1682,411,174,86,13,1486,97,238484,0,0,,
060855045071,Block Group 1; Census Tract 5045.07; Santa Clara County; California,06,085,504507,1,1098,256,144,223,17,704,120,138400,0,0,,
060855045072,Block Group 2; Census Tract 5045.07; Santa Clara County; California,06,085,504507,2,2258,716,208,141,0,1497,550,150938,0,0,,
060855045073,Block Group 3; Census Tract 5045.07; Santa Clara County; California,06,085,504507,3,1099,133,308,76,19,926,169,170150,0,0,,
060855045074,Block Group 4; Census Tract 5045.07; Santa Clara County; California,06,085,504507,4,1597,312,195,330,111,770,365,170865,0,0,,
060855045081,Block Group 1; Census Tract 5045.08; Santa Clara County; California,06,085,504508,1,1784,0,26,503,160,143,927,-666666666,0,0,,
060855045082,Block Group 2; Census Tract 5045.08; Santa Clara County; California,06,085,504508,2,2078,514,293,299,46,1447,355,186083,0,0,,
060855045091,Block Group 1; Census Tract 5045.09; Santa Clara County; California,06,085,504509,1,4921,910,184,238,51,4266,79,181165,0,0,,
060855045101,Block Group 1; Census Tract 5045.10; Santa Clara County; California,06,085,504510,1,1567,392,85,77,54,1360,134,119250,0,0,,
060855045102,Block Group 2; Census Tract 5045.10; Santa Clara County; California,06,085,504510,2,2333,330,283,353,0,1791,187,173516,0,0,,
060855046011,Block Group 1; Census Tract 5046.01; Santa Clara County; California,06,085,504601,1,1212,170,300,429,13,313,466,74250,0,0,,
060855046021,Block Group 1; Census Tract 5046.02; Santa Clara County; California,06,085,504602,1,1542,255,207,372,33,286,900,121953,0,0,,
060855047001,Block Group 1; Census Tract 5047; Santa Clara County; California,06,085,504700,1,845,381,3,398,30,59,173,194917,0,0,,
060855048021,Block Group 1; Census Tract 5048.02; Santa Clara County; California,06,085,504802,1,1498,219,271,535,1,660,311,117010,0,0,,
060855048022,Block Group 2; Census Tract 5048.02; Santa Clara County; California,06,085,504802,2,947,78,259,199,0,514,204,149688,0,0,,
060855048023,Block Group 3; Census Tract 5048.02; Santa Clara County; California,06,085,504802,3,2061,307,197,477,10,799,637,106447,0,0,,
060855048051,Block Group 1; Census Tract 5048.05; Santa Clara County; California,06,085,504805,1,3218,630,687,1501,170,652,938,148506,0,0,,
060855048052,Block Group 2; Census Tract 5048.05; Santa Clara County; California,06,085,504805,2,1836,171,275,372,0,1039,400,114615,0,0,,
060855048053,Block Group 3; Census Tract 5048.05; Santa Clara County; California,06,085,504805,3,2355,227,322,908,0,997,571,156318,0,0,,
060855048061,Block Group 1; Census Tract 5048.06; Santa Clara County; California,06,085,504806,1,1386,208,257,439,0,291,511,111563,0,0,,
060855048062,Block Group 2; Census Tract 5048.06; Santa Clara County; California,06,085,504806,2,1367,151,263,227,0,842,282,166912,0,0,,
060855048071,Block Group 1; Census Tract 5048.07; Santa Clara County; California,06,085,504807,1,739,33,436,491,0,206,50,91458,0,0,,
060855048072,Block Group 2; Census Tract 5048.07; Santa Clara County; California,06,085,504807,2,3721,492,158,799,80,2619,199,250001,0,0,,
060855048073,Block Group 3; Census Tract 5048.07; Santa Clara County; California,06,085,504807,3,1460,75,52,295,0,980,185,231804,0,0,,
060855048081,Block Group 1; Census Tract 5048.08; Santa Clara County; California,06,085,504808,1,2111,465,327,403,58,639,932,117054,0,0,,
060855049021,Block Group 1; Census Tract 5049.02; Santa Clara County; California,06,085,504902,1,764,153,10,290,29,279,87,157656,0,0,,
060855049022,Block Group 2; Census Tract 5049.02; Santa Clara County; California,06,085,504902,2,2092,512,271,404,84,1319,291,240250,0,0,,
060855049023,Block Group 3; Census Tract 5049.02; Santa Clara County; California,06,085,504902,3,1554,323,158,206,0,1256,68,236042,0,0,,
060855049031,Block Group 1; Census Tract 5049.03; Santa Clara County; California,06,085,504903,1,1483,94,22,123,0,932,472,172901,0,0,,
060855049032,Block Group 2; Census Tract 5049.03; Santa Clara County; California,06,085,504903,2,2364,558,156,480,0,1693,186,250001,0,0,,
060855049033,Block Group 3; Census Tract 5049.03; Santa Clara County; California,06,085,504903,3,1381,343,46,249,86,754,45,249408,0,0,,
060855050061,Block Group 1; Census Tract 5050.06; Santa Clara County; California,06,085,505006,1,3033,377,27,675,37,2118,167,250001,0,0,,
060855050062,Block Group 2; Census Tract 5050.06; Santa Clara County; California,06,085,505006,2,2893,368,80,532,43,2228,140,227148,0,0,,
060855050063,Block Group 3; Census Tract 5050.06; Santa Clara County; California,06,085,505006,3,1030,76,61,64,0,938,0,250001,0,0,,
060855050064,Block Group 4; Census Tract 5050.06; Santa Clara County; California,06,085,505006,4,2060,325,12,313,0,1631,70,122086,0,0,,
060855050065,Block Group 5; Census Tract 5050.06; Santa Clara County; California,06,085,505006,5,2163,378,2,333,0,1767,71,244509,0,0,,
060855050071,Block Group 1; Census Tract 5050.07; Santa Clara County; California,06,085,505007,1,885,99,252,251,26,374,224,140208,0,0,,
060855050072,Block Group 2; Census Tract 5050.07; Santa Clara County; California,06,085,505007,2,1548,298,247,404,100,593,427,165000,0,0,,
060855050073,Block Group 3; Census Tract 5050.07; Santa Clara County; California,06,085,505007,3,1790,383,263,400,27,820,560,176346,0,0,,
060855050101,Block Group 1; Census Tract 5050.10; Santa Clara County; California,06,085,505010,1,1812,479,196,133,24,1452,86,250001,0,0,,
