geoid,name,total_population,median_household_income,poverty_rate_pct,households_no_vehicle_pct,total_food_businesses,fresh_food_businesses,limited_fresh_food_businesses,restaurant_businesses,fresh_food_share,fresh_food_per_1000_people,food_access_priority_score
06085510100,Census Tract 5101; Santa Clara County; California,2792,250001,9.8,0.0,1,0,0,0,0.0,0.0,5.41
06085503504,Census Tract 5035.04; Santa Clara County; California,5526,139180,6.5,3.9,19,1,1,4,0.05263157894736842,0.18096272167933405,5.3952
06085512510,Census Tract 5125.10; Santa Clara County; California,7673,117083,3.7,8.46,23,2,1,4,0.08695652173913043,0.260654242147791,5.3933
06085512314,Census Tract 5123.14; Santa Clara County; California,7110,152349,7.8,4.65,67,6,1,19,0.08955223880597014,0.8438818565400844,5.374499999999999
06085503321,Census Tract 5033.21; Santa Clara County; California,4351,152238,2.5,11.29,15,3,0,3,0.2,0.689496667432774,5.366566666666666
06085505305,Census Tract 5053.05; Santa Clara County; California,5672,205550,6.3,3.99,21,1,1,3,0.047619047619047616,0.1763046544428773,5.365900000000001
06085505301,Census Tract 5053.01; Santa Clara County; California,5414,200781,5.7,6.42,9,2,0,2,0.2222222222222222,0.3694126339120798,5.3534
06085503127,Census Tract 5031.27; Santa Clara County; California,5300,191908,7.4,2.92,2,0,0,0,0.0,0.0,5.352
06085500300,Census Tract 5003; Santa Clara County; California,4195,107431,9.6,2.72,96,13,0,19,0.13541666666666666,3.098927294398093,5.336538461538462
06085509700,Census Tract 5097; Santa Clara County; California,3064,209607,4.6,6.47,9,0,1,1,0.0,0.0,5.3345
06085506601,Census Tract 5066.01; Santa Clara County; California,3825,133194,4.5,6.59,31,0,1,7,0.0,0.0,5.3315
06085503902,Census Tract 5039.02; Santa Clara County; California,6187,121083,9.5,0.0,12,0,1,2,0.0,0.0,5.275
06085509201,Census Tract 5092.01; Santa Clara County; California,5287,182611,1.8,11.23,13,2,1,5,0.15384615384615385,0.3782863627766219,5.2692
06085508706,Census Tract 5087.06; Santa Clara County; California,4295,216210,4.3,6.6,4,0,0,0,0.0,0.0,5.244999999999999
06085504505,Census Tract 5045.05; Santa Clara County; California,11610,229572,2.5,5.12,15,1,1,0,0.06666666666666667,0.08613264427217916,5.239
06085505006,Census Tract 5050.06; Santa Clara County; California,11179,240086,6.6,5.68,159,11,2,48,0.06918238993710692,0.98398783433223,5.161254545454545
06085509110,Census Tract 5091.10; Santa Clara County; California,3317,192045,5.8,4.38,6,0,0,1,0.0,0.0,5.143
06085512023,Census Tract 5120.23; Santa Clara County; California,5346,106684,5.6,4.49,8,0,0,5,0.0,0.0,5.0915
06085505015,Census Tract 5050.15; Santa Clara County; California,5169,167422,3.5,8.52,29,2,0,13,0.06896551724137931,0.3869220352099052,5.073899999999999
06085503509,Census Tract 5035.09; Santa Clara County; California,3990,151786,4.5,5.78,6,0,1,0,0.0,0.0,5.048
06085506203,Census Tract 5062.03; Santa Clara County; California,6717,142791,7.2,4.66,40,10,2,9,0.25,1.4887598630340926,5.00534
06085512505,Census Tract 5125.05; Santa Clara County; California,7683,99742,7.2,3.57,21,3,0,9,0.14285714285714285,0.3904724716907458,5.0017
06085503506,Census Tract 5035.06; Santa Clara County; California,6220,101146,5.8,3.24,6,1,0,1,0.16666666666666666,0.1607717041800643,4.9879999999999995
06085502906,Census Tract 5029.06; Santa Clara County; California,5021,126438,6.7,2.6,10,1,1,0,0.1,0.19916351324437362,4.9292
06085504315,Census Tract 5043.15; Santa Clara County; California,6475,182784,7.9,1.04,1,0,0,0,0.0,0.0,4.9190000000000005
06085503323,Census Tract 5033.23; Santa Clara County; California,3809,169484,5.0,4.76,1,0,0,0,0.0,0.0,4.916
06085512053,Census Tract 5120.53; Santa Clara County; California,4815,117292,6.3,3.16,7,1,1,0,0.14285714285714285,0.20768431983385255,4.904
06085506803,Census Tract 5068.03; Santa Clara County; California,7056,194219,6.7,1.32,13,1,0,5,0.07692307692307693,0.1417233560090703,4.8882
06085505902,Census Tract 5059.02; Santa Clara County; California,3893,107079,7.0,2.5,8,1,0,1,0.125,0.25687130747495507,4.8036
06085509108,Census Tract 5091.08; Santa Clara County; California,4617,219063,4.0,7.17,24,2,0,13,0.08333333333333333,0.43318171973142733,4.7712
06085509001,Census Tract 5090.01; Santa Clara County; California,3031,162981,7.6,2.1,13,1,1,1,0.07692307692307693,0.32992411745298583,4.7612000000000005
06085503217,Census Tract 5032.17; Santa Clara County; California,3669,81786,5.5,5.45,12,2,1,3,0.16666666666666666,0.5451076587626056,4.7494000000000005
06085512402,Census Tract 5124.02; Santa Clara County; California,5696,148833,5.7,3.37,2,0,1,0,0.0,0.0,4.7445
06085507203,Census Tract 5072.03; Santa Clara County; California,3097,224464,5.5,3.57,5,0,0,0,0.0,0.0,4.7245
06085509801,Census Tract 5098.01; Santa Clara County; California,5969,167957,1.5,9.72,27,2,0,7,0.07407407407407407,0.3350644999162339,4.6739
06085501800,Census Tract 5018; Santa Clara County; California,4786,142235,6.8,3.23,15,2,0,2,0.13333333333333333,0.41788549937317176,4.6691
06085508204,Census Tract 5082.04; Santa Clara County; California,4725,250001,4.7,5.94,4,2,1,0,0.5,0.42328042328042326,4.666500000000001
06085511911,Census Tract 5119.11; Santa Clara County; California,4601,167639,7.0,1.47,7,0,0,0,0.0,0.0,4.6645
06085503219,Census Tract 5032.19; Santa Clara County; California,2738,60451,5.7,4.36,12,1,0,3,0.08333333333333333,0.36523009495982467,4.6386
06085506703,Census Tract 5067.03; Santa Clara County; California,3870,154149,5.1,4.48,10,1,1,3,0.1,0.25839793281653745,4.6370000000000005
06085500100,Census Tract 5001; Santa Clara County; California,8285,163061,6.0,4.85,36,7,2,8,0.19444444444444445,0.8449004224502112,4.634214285714286
06085508601,Census Tract 5086.01; Santa Clara County; California,3914,195804,4.3,4.81,12,0,0,4,0.0,0.0,4.6185
06085510700,Census Tract 5107; Santa Clara County; California,4740,182266,3.3,6.09,23,0,2,8,0.0,0.0,4.6165
06085508900,Census Tract 5089; Santa Clara County; California,4428,156726,8.0,2.06,21,3,2,4,0.14285714285714285,0.6775067750677507,4.6162
06085502701,Census Tract 5027.01; Santa Clara County; California,5691,133658,7.4,3.39,56,12,2,8,0.21428571428571427,2.1085925144965736,4.61135
06085503111,Census Tract 5031.11; Santa Clara County; California,5418,133628,7.0,1.25,3,0,0,0,0.0,0.0,4.5875
06085511301,Census Tract 5113.01; Santa Clara County; California,4163,238750,3.4,7.43,9,2,0,1,0.2222222222222222,0.48042277203939465,4.546799999999999
06085507805,Census Tract 5078.05; Santa Clara County; California,4888,201939,7.1,3.39,33,6,2,11,0.18181818181818182,1.227495908346972,4.544433333333333
06085504101,Census Tract 5041.01; Santa Clara County; California,3628,144167,8.2,1.39,7,2,1,1,0.2857142857142857,0.5512679162072768,4.5393
06085504321,Census Tract 5043.21; Santa Clara County; California,5556,189867,4.2,4.26,25,1,2,7,0.04,0.17998560115190784,4.4922
06085509404,Census Tract 5094.04; Santa Clara County; California,6256,203864,3.7,7.45,40,6,1,12,0.15,0.959079283887468,4.481033333333333
06085504418,Census Tract 5044.18; Santa Clara County; California,3951,116310,6.3,3.95,20,3,1,2,0.15,0.7593014426727411,4.4809
06085506202,Census Tract 5062.02; Santa Clara County; California,8313,189032,3.8,5.51,37,2,0,6,0.05405405405405406,0.24058703235895584,4.469799999999999
06085504307,Census Tract 5043.07; Santa Clara County; California,5716,154801,4.3,6.14,22,3,1,6,0.13636363636363635,0.5248425472358292,4.465066666666666
06085500400,Census Tract 5004; Santa Clara County; California,2678,152973,2.4,8.12,6,1,0,1,0.16666666666666666,0.37341299477221807,4.457599999999999
06085512602,Census Tract 5126.02; Santa Clara County; California,3124,140556,9.0,0.95,79,10,3,15,0.12658227848101267,3.201024327784891,4.444979999999999
06085506101,Census Tract 5061.01; Santa Clara County; California,4643,190750,4.4,4.36,13,1,1,3,0.07692307692307693,0.21537798836958863,4.4346000000000005
06085506504,Census Tract 5065.04; Santa Clara County; California,2136,104787,5.9,4.7,13,4,1,4,0.3076923076923077,1.8726591760299625,4.4068000000000005
06085504807,Census Tract 5048.07; Santa Clara County; California,5920,230829,3.4,5.3,2,0,0,0,0.0,0.0,4.385
06085508305,Census Tract 5083.05; Santa Clara County; California,5284,121145,4.4,3.85,5,0,0,1,0.0,0.0,4.327500000000001
06085505007,Census Tract 5050.07; Santa Clara County; California,4223,164115,7.0,0.5,36,0,1,9,0.0,0.0,4.324999999999999
06085504201,Census Tract 5042.01; Santa Clara County; California,6020,197750,6.7,0.8,12,0,1,4,0.0,0.0,4.295
06085502400,Census Tract 5024; Santa Clara County; California,7107,222311,6.8,2.13,45,3,0,13,0.06666666666666667,0.42211903756859437,4.2793
06085502603,Census Tract 5026.03; Santa Clara County; California,2816,206125,7.2,2.62,25,5,0,6,0.2,1.7755681818181819,4.26964
06085512311,Census Tract 5123.11; Santa Clara County; California,4119,139074,6.3,3.51,31,5,2,6,0.16129032258064516,1.2138868657441126,4.22826
06085504421,Census Tract 5044.21; Santa Clara County; California,5422,172500,5.4,2.24,18,0,1,3,0.0,0.0,4.214
06085512030,Census Tract 5120.30; Santa Clara County; California,2898,181326,4.0,4.0,1,0,0,0,0.0,0.0,4.2
06085509109,Census Tract 5091.09; Santa Clara County; California,7153,250001,4.3,4.4,13,2,2,5,0.15384615384615385,0.2796029637914162,4.190300000000001
06085512604,Census Tract 5126.04; Santa Clara County; California,4637,83946,7.7,1.14,17,3,2,3,0.17647058823529413,0.6469700237222342,4.173133333333333
06085508705,Census Tract 5087.05; Santa Clara County; California,4452,189571,1.7,7.14,6,1,2,3,0.16666666666666666,0.22461814914645103,4.1544
06085503118,Census Tract 5031.18; Santa Clara County; California,4955,98527,7.0,0.0,10,0,1,1,0.0,0.0,4.15
06085512035,Census Tract 5120.35; Santa Clara County; California,4519,198632,2.3,5.97,0,0,0,0,,0.0,4.124499999999999
06085507806,Census Tract 5078.06; Santa Clara County; California,5657,200887,7.3,1.85,30,6,1,8,0.2,1.060632844263744,4.121066666666667
06085512513,Census Tract 5125.13; Santa Clara County; California,4003,84934,5.2,4.77,44,11,1,11,0.25,2.747939045715713,4.082281818181818
06085506702,Census Tract 5067.02; Santa Clara County; California,5755,122050,5.6,1.49,4,0,1,0,0.0,0.0,4.0415
06085504602,Census Tract 5046.02; Santa Clara County; California,1542,121953,7.5,1.73,129,8,1,63,0.06201550387596899,5.188067444876784,4.01905
06085503803,Census Tract 5038.03; Santa Clara County; California,5388,190855,3.3,4.27,2,0,0,0,0.0,0.0,3.9795
06085504415,Census Tract 5044.15; Santa Clara County; California,4885,213654,4.7,2.42,3,0,0,0,0.0,0.0,3.962
06085503703,Census Tract 5037.03; Santa Clara County; California,3858,105455,6.7,2.32,21,6,2,6,0.2857142857142857,1.5552099533437014,3.9556
06085507705,Census Tract 5077.05; Santa Clara County; California,3953,250001,6.1,0.59,2,0,0,1,0.0,0.0,3.9515000000000002
06085512516,Census Tract 5125.16; Santa Clara County; California,4322,159137,5.7,1.1,3,0,0,1,0.0,0.0,3.95
06085506302,Census Tract 5063.02; Santa Clara County; California,6357,182908,3.9,4.43,14,2,2,2,0.14285714285714285,0.3146138115463269,3.9411999999999994
06085501902,Census Tract 5019.02; Santa Clara County; California,3619,151140,5.1,1.84,4,0,1,0,0.0,0.0,3.939
06085511910,Census Tract 5119.10; Santa Clara County; California,2992,250001,5.9,0.74,9,0,0,5,0.0,0.0,3.914
06085506900,Census Tract 5069; Santa Clara County; California,8160,222166,3.2,5.83,25,4,2,7,0.16,0.49019607843137253,3.8885
06085512045,Census Tract 5120.45; Santa Clara County; California,5086,181528,3.9,4.99,22,3,0,5,0.13636363636363635,0.5898545025560362,3.8405666666666667
06085502909,Census Tract 5029.09; Santa Clara County; California,4812,101607,5.8,2.58,18,3,2,4,0.16666666666666666,0.6234413965087282,3.8338
06085511916,Census Tract 5119.16; Santa Clara County; California,4483,191735,3.8,3.17,2,0,0,0,0.0,0.0,3.8194999999999997
06085505304,Census Tract 5053.04; Santa Clara County; California,3499,226731,5.7,1.52,7,1,0,1,0.14285714285714285,0.2857959416976279,3.7968
06085507301,Census Tract 5073.01; Santa Clara County; California,6387,244207,5.4,1.01,12,0,0,7,0.0,0.0,3.7835
06085504316,Census Tract 5043.16; Santa Clara County; California,5403,192188,3.5,3.41,0,0,0,0,,0.0,3.7685
06085512055,Census Tract 5120.55; Santa Clara County; California,3595,124398,6.3,1.62,14,2,0,4,0.14285714285714285,0.5563282336578581,3.7615000000000003
06085512100,Census Tract 5121; Santa Clara County; California,1710,121563,6.9,0.88,14,1,0,1,0.07142857142857142,0.5847953216374269,3.7550000000000003
06085502704,Census Tract 5027.04; Santa Clara County; California,4265,183214,2.6,4.45,12,0,0,4,0.0,0.0,3.7275
06085512058,Census Tract 5120.58; Santa Clara County; California,5561,138750,4.4,4.16,24,4,0,6,0.16666666666666666,0.7192950908110052,3.71405
06085509002,Census Tract 5090.02; Santa Clara County; California,4097,175625,6.2,1.46,5,2,0,1,0.4,0.48816206980717597,3.7107
06085504311,Census Tract 5043.11; Santa Clara County; California,8850,173106,4.1,3.96,29,4,0,5,0.13793103448275862,0.4519774011299435,3.6734999999999998
06085507702,Census Tract 5077.02; Santa Clara County; California,6464,250001,5.3,0.82,7,0,1,0,0.0,0.0,3.6719999999999997
06085506701,Census Tract 5067.01; Santa Clara County; California,4620,228173,4.3,2.04,2,0,0,1,0.0,0.0,3.649
06085508004,Census Tract 5080.04; Santa Clara County; California,6131,250001,1.3,5.81,5,0,0,3,0.0,0.0,3.6184999999999996
06085503333,Census Tract 5033.33; Santa Clara County; California,4590,213003,4.1,2.18,2,0,0,0,0.0,0.0,3.608
06085512059,Census Tract 5120.59; Santa Clara County; California,7000,176250,5.2,0.75,12,0,1,4,0.0,0.0,3.6025
06085508306,Census Tract 5083.06; Santa Clara County; California,2980,250001,1.8,5.1,4,0,0,0,0.0,0.0,3.5949999999999998
06085503322,Census Tract 5033.22; Santa Clara County; California,4506,151250,4.5,1.59,1,0,0,0,0.0,0.0,3.5815
06085506204,Census Tract 5062.04; Santa Clara County; California,5860,200288,6.3,0.98,37,3,1,6,0.08108108108108109,0.5119453924914675,3.5686666666666667
06085512025,Census Tract 5120.25; Santa Clara County; California,3062,220962,1.1,5.69,1,0,0,0,0.0,0.0,3.4865
06085505303,Census Tract 5053.03; Santa Clara County; California,5877,124491,4.8,2.02,31,2,1,10,0.06451612903225806,0.3403096818104475,3.4547
06085504202,Census Tract 5042.02; Santa Clara County; California,4151,229028,4.2,1.57,3,0,0,1,0.0,0.0,3.4395000000000002
06085503510,Census Tract 5035.10; Santa Clara County; California,4270,135926,4.9,2.99,20,5,0,6,0.25,1.17096018735363,3.4223
06085512307,Census Tract 5123.07; Santa Clara County; California,6529,148064,3.4,4.13,27,3,0,5,0.1111111111111111,0.45948843620768876,3.4107666666666665
06085506102,Census Tract 5061.02; Santa Clara County; California,4434,189439,5.5,1.33,16,2,0,4,0.125,0.4510599909788002,3.3839
06085511800,Census Tract 5118; Santa Clara County; California,4289,196786,4.0,1.65,8,0,0,2,0.0,0.0,3.3775
06085512031,Census Tract 5120.31; Santa Clara County; California,4099,196727,4.5,0.87,8,0,1,4,0.0,0.0,3.3295
06085510001,Census Tract 5100.01; Santa Clara County; California,5852,250001,2.2,3.78,10,0,0,1,0.0,0.0,3.313
06085502500,Census Tract 5025; Santa Clara County; California,6748,225694,4.6,0.69,14,0,0,3,0.0,0.0,3.3114999999999997
06085503312,Census Tract 5033.12; Santa Clara County; California,3550,176607,3.7,2.64,1,1,0,0,1.0,0.28169014084507044,3.299
06085511000,Census Tract 5110; Santa Clara County; California,7180,250001,1.8,4.22,12,0,1,5,0.0,0.0,3.287
06085504416,Census Tract 5044.16; Santa Clara County; California,3791,190981,5.8,1.45,39,5,3,9,0.1282051282051282,1.3189132155104195,3.2691399999999997
06085508102,Census Tract 5081.02; Santa Clara County; California,3693,216094,0.5,7.61,54,2,2,11,0.037037037037037035,0.5415651232060655,3.2578
06085507402,Census Tract 5074.02; Santa Clara County; California,3922,243720,3.0,3.2,16,1,0,3,0.0625,0.25497195308516063,3.2544
06085503332,Census Tract 5033.32; Santa Clara County; California,5897,132969,3.8,1.53,3,0,0,1,0.0,0.0,3.2455
06085507808,Census Tract 5078.08; Santa Clara County; California,5720,250001,3.3,3.92,20,3,0,6,0.15,0.5244755244755245,3.2383333333333333
06085502604,Census Tract 5026.04; Santa Clara County; California,4112,110581,4.8,2.26,42,3,2,8,0.07142857142857142,0.7295719844357976,3.2251333333333334
06085506502,Census Tract 5065.02; Santa Clara County; California,5040,143500,5.0,1.75,63,3,1,15,0.047619047619047616,0.5952380952380952,3.1984999999999997
06085508404,Census Tract 5084.04; Santa Clara County; California,6312,213393,5.1,1.74,35,5,0,9,0.14285714285714285,0.7921419518377694,3.1564799999999997
06085512037,Census Tract 5120.37; Santa Clara County; California,2989,184333,2.9,2.42,4,0,0,1,0.0,0.0,3.152
06085502907,Census Tract 5029.07; Santa Clara County; California,3822,213056,5.8,0.82,12,3,2,5,0.25,0.7849293563579278,3.1517999999999997
06085512200,Census Tract 5122; Santa Clara County; California,5146,250001,2.9,2.39,13,0,0,3,0.0,0.0,3.1414999999999997
06085512509,Census Tract 5125.09; Santa Clara County; California,7855,184500,2.4,1.38,13,1,2,3,0.07692307692307693,0.1273074474856779,3.1340000000000003
06085508203,Census Tract 5082.03; Santa Clara County; California,5511,250001,3.4,1.63,6,0,1,2,0.0,0.0,3.1005
06085505800,Census Tract 5058; Santa Clara County; California,3683,169722,4.2,0.59,73,0,2,15,0.0,0.0,3.0965000000000003
06085512309,Census Tract 5123.09; Santa Clara County; California,5110,210212,1.1,4.46,11,1,0,2,0.09090909090909091,0.19569471624266144,3.0780000000000003
06085503210,Census Tract 5032.10; Santa Clara County; California,4067,120729,3.0,2.01,6,0,0,0,0.0,0.0,3.0535
06085502902,Census Tract 5029.02; Santa Clara County; California,9050,207614,2.3,3.14,25,2,1,9,0.08,0.22099447513812154,3.039
06085512026,Census Tract 5120.26; Santa Clara County; California,3734,160156,3.4,1.45,20,0,2,8,0.0,0.0,3.0375
06085510801,Census Tract 5108.01; Santa Clara County; California,5244,250001,1.6,3.7,8,0,0,3,0.0,0.0,3.015
06085502908,Census Tract 5029.08; Santa Clara County; California,6561,166382,3.7,2.6,21,3,2,7,0.14285714285714285,0.45724737082761774,3.0124000000000004
06085506802,Census Tract 5068.02; Santa Clara County; California,5761,202796,1.3,5.25,14,2,0,2,0.14285714285714285,0.3471619510501649,2.9985999999999997
06085511400,Census Tract 5114; Santa Clara County; California,3608,250001,1.4,3.9,1,0,0,0,0.0,0.0,2.995
06085507600,Census Tract 5076; Santa Clara County; California,6144,250001,3.7,0.91,3,0,0,1,0.0,0.0,2.9835000000000003
06085504903,Census Tract 5049.03; Santa Clara County; California,5228,226711,3.4,2.59,20,2,0,6,0.1,0.38255547054322875,2.9593
06085511702,Census Tract 5117.02; Santa Clara County; California,2859,250001,3.8,0.62,6,0,0,4,0.0,0.0,2.927
06085508303,Census Tract 5083.03; Santa Clara County; California,2647,219081,2.3,4.89,23,3,1,5,0.13043478260869565,1.1333585190782018,2.9229666666666665
06085504423,Census Tract 5044.23; Santa Clara County; California,2101,181250,3.2,1.36,0,0,0,0,,0.0,2.9160000000000004
06085504508,Census Tract 5045.08; Santa Clara County; California,3862,186083,5.6,0.0,10,2,0,2,0.2,0.5178663904712584,2.9062
06085507903,Census Tract 5079.03; Santa Clara County; California,5037,223571,2.5,3.57,14,2,0,4,0.14285714285714285,0.3970617431010522,2.8781999999999996
06085503003,Census Tract 5030.03; Santa Clara County; California,5027,207000,2.6,1.96,7,0,0,1,0.0,0.0,2.856
06085511200,Census Tract 5112; Santa Clara County; California,4765,250001,2.6,1.85,2,0,0,0,0.0,0.0,2.8175
06085505500,Census Tract 5055; Santa Clara County; California,4771,171855,3.9,2.12,21,3,1,4,0.14285714285714285,0.6287989939216098,2.8150666666666666
06085507100,Census Tract 5071; Santa Clara County; California,2820,159821,3.8,2.32,26,2,3,3,0.07692307692307693,0.7092198581560284,2.804
06085506604,Census Tract 5066.04; Santa Clara County; California,6855,191843,2.7,0.62,28,1,1,4,0.03571428571428571,0.14587892049598833,2.8030000000000004
06085507906,Census Tract 5079.06; Santa Clara County; California,4499,250001,3.0,1.23,1,0,0,0,0.0,0.0,2.7805
06085502903,Census Tract 5029.03; Santa Clara County; California,5318,250001,2.4,1.99,1,0,0,0,0.0,0.0,2.7765
06085504314,Census Tract 5043.14; Santa Clara County; California,4425,210357,2.4,1.95,7,0,2,1,0.0,0.0,2.7625
06085511701,Census Tract 5117.01; Santa Clara County; California,4368,250001,3.5,0.47,6,0,0,2,0.0,0.0,2.7395
06085510300,Census Tract 5103; Santa Clara County; California,4649,250001,3.2,3.37,72,8,2,16,0.1111111111111111,1.7208001720800172,2.7357250000000004
06085512047,Census Tract 5120.47; Santa Clara County; California,5315,180909,3.4,1.9,13,2,0,2,0.15384615384615385,0.37629350893697083,2.7264999999999997
06085512001,Census Tract 5120.01; Santa Clara County; California,6102,205750,1.7,2.11,14,1,0,3,0.07142857142857142,0.1638806948541462,2.7238999999999995
06085507003,Census Tract 5070.03; Santa Clara County; California,2895,250001,1.2,3.37,4,0,0,1,0.0,0.0,2.7195
06085508205,Census Tract 5082.05; Santa Clara County; California,4334,213981,2.9,3.65,30,7,1,5,0.23333333333333334,1.6151361329026304,2.706328571428571
06085504317,Census Tract 5043.17; Santa Clara County; California,3639,180859,2.7,3.88,30,6,2,6,0.2,1.6488046166529267,2.6943
06085508006,Census Tract 5080.06; Santa Clara County; California,3817,240833,3.3,0.57,23,0,0,5,0.0,0.0,2.6845
06085505012,Census Tract 5050.12; Santa Clara County; California,2659,218750,0.8,3.74,12,0,0,5,0.0,0.0,2.669
06085503324,Census Tract 5033.24; Santa Clara County; California,3333,170399,3.0,0.87,1,0,0,0,0.0,0.0,2.6545
06085511918,Census Tract 5119.18; Santa Clara County; California,3243,250001,1.5,2.75,0,0,0,0,,0.0,2.6375
06085508206,Census Tract 5082.06; Santa Clara County; California,4048,250001,3.5,0.0,4,0,1,1,0.0,0.0,2.575
06085502302,Census Tract 5023.02; Santa Clara County; California,3261,127175,1.7,4.23,11,2,1,2,0.18181818181818182,0.613308800981294,2.5716
06085508403,Census Tract 5084.03; Santa Clara County; California,3176,250001,2.2,1.6,9,0,1,0,0.0,0.0,2.55
06085506000,Census Tract 5060; Santa Clara County; California,4988,197202,3.0,0.44,12,1,1,2,0.08333333333333333,0.20048115477145148,2.5016000000000003
06085503001,Census Tract 5030.01; Santa Clara County; California,4430,148750,3.2,0.0,8,0,1,2,0.0,0.0,2.4400000000000004
06085502301,Census Tract 5023.01; Santa Clara County; California,3021,177692,2.5,2.02,21,1,0,7,0.047619047619047616,0.3310162197947699,2.4362
06085512308,Census Tract 5123.08; Santa Clara County; California,8550,248750,3.0,0.59,27,2,0,10,0.07407407407407407,0.23391812865497075,2.4115
06085507401,Census Tract 5074.01; Santa Clara County; California,5800,244046,2.3,1.0,10,0,0,4,0.0,0.0,2.385
06085507302,Census Tract 5073.02; Santa Clara County; California,2654,250001,4.7,0.0,36,2,0,12,0.05555555555555555,0.7535795026375283,2.3804000000000003
06085506801,Census Tract 5068.01; Santa Clara County; California,6216,250001,3.6,1.26,27,4,1,7,0.14814814814814814,0.6435006435006435,2.3718
06085504509,Census Tract 5045.09; Santa Clara County; California,4921,181165,2.5,3.07,30,6,0,5,0.2,1.219264377159114,2.363533333333333
06085511907,Census Tract 5119.07; Santa Clara County; California,4096,250001,0.9,2.71,5,0,0,0,0.0,0.0,2.3535
06085503326,Census Tract 5033.26; Santa Clara County; California,6829,235673,1.9,1.32,2,0,0,0,0.0,0.0,2.317
06085511912,Census Tract 5119.12; Santa Clara County; California,5286,232214,2.1,1.04,1,0,0,0,0.0,0.0,2.309
06085508301,Census Tract 5083.01; Santa Clara County; California,4461,250001,1.1,2.26,5,0,0,0,0.0,0.0,2.286
06085507205,Census Tract 5072.05; Santa Clara County; California,4459,244521,4.0,0.0,15,2,0,4,0.13333333333333333,0.4485310607759587,2.2459000000000002
06085507904,Census Tract 5079.04; Santa Clara County; California,2963,250001,1.5,1.32,4,0,1,1,0.0,0.0,2.137
06085506804,Census Tract 5068.04; Santa Clara County; California,4377,221071,2.5,0.0,6,0,0,0,0.0,0.0,2.125
06085503507,Census Tract 5035.07; Santa Clara County; California,2290,168716,4.2,0.0,7,2,0,3,0.2857142857142857,0.8733624454148472,2.119
06085511914,Census Tract 5119.14; Santa Clara County; California,6287,250001,1.9,2.36,16,3,3,4,0.1875,0.4771751232702402,2.1001333333333334
06085508401,Census Tract 5084.01; Santa Clara County; California,8061,198816,1.7,1.5,24,2,1,2,0.08333333333333333,0.24810817516437167,2.0961
06085510002,Census Tract 5100.02; Santa Clara County; California,4131,250001,1.5,1.12,2,0,0,0,0.0,0.0,2.067
06085503339,Census Tract 5033.39; Santa Clara County; California,3827,250001,1.0,1.61,2,0,0,1,0.0,0.0,2.0135
06085512305,Census Tract 5123.05; Santa Clara County; California,4029,247321,1.8,0.54,2,0,0,0,0.0,0.0,1.999
06085503338,Census Tract 5033.38; Santa Clara County; California,3972,250001,1.6,2.45,11,2,0,5,0.18181818181818182,0.5035246727089627,1.9747000000000001
06085510802,Census Tract 5108.02; Santa Clara County; California,2014,250001,2.1,2.48,11,3,0,2,0.2727272727272727,1.4895729890764648,1.947266666666667
06085511100,Census Tract 5111; Santa Clara County; California,5379,250001,2.9,1.05,12,4,1,1,0.3333333333333333,0.7436326454731362,1.94145
06085511705,Census Tract 5117.05; Santa Clara County; California,2145,250001,2.3,2.34,40,5,0,20,0.125,2.331002331002331,1.9398
06085512005,Census Tract 5120.05; Santa Clara County; California,6650,198012,3.2,0.56,13,5,0,2,0.38461538461538464,0.7518796992481203,1.9020000000000001
06085512515,Census Tract 5125.15; Santa Clara County; California,4837,176250,0.9,1.27,2,0,0,1,0.0,0.0,1.8495
06085504700,Census Tract 5047; Santa Clara County; California,845,194917,1.7,0.0,0,0,0,0,,0.0,1.7650000000000001
06085511502,Census Tract 5115.02; Santa Clara County; California,3022,250001,0.8,0.93,14,0,0,0,0.0,0.0,1.6855
06085511917,Census Tract 5119.17; Santa Clara County; California,4379,250001,0.8,0.85,1,0,0,0,0.0,0.0,1.6575
06085512034,Census Tract 5120.34; Santa Clara County; California,2997,157569,2.0,0.3,19,1,0,6,0.05263157894736842,0.333667000333667,1.6044
06085503330,Census Tract 5033.30; Santa Clara County; California,6550,250001,1.7,0.92,16,3,0,5,0.1875,0.4580152671755725,1.5236666666666667
06085507206,Census Tract 5072.06; Santa Clara County; California,2826,250001,1.1,0.0,2,0,0,0,0.0,0.0,1.495
06085510200,Census Tract 5102; Santa Clara County; California,4565,250001,0.9,2.22,11,3,0,3,0.2727272727272727,0.6571741511500547,1.4863333333333333
06085507807,Census Tract 5078.07; Santa Clara County; California,3115,250001,1.0,0.88,13,1,0,1,0.07692307692307693,0.32102728731942215,1.3810000000000002
06085512312,Census Tract 5123.12; Santa Clara County; California,4066,206208,0.7,0.0,7,0,1,0,0.0,0.0,1.315
06085509901,Census Tract 5099.01; Santa Clara County; California,2602,250001,1.6,1.16,22,3,0,4,0.13636363636363635,1.1529592621060722,1.2994666666666668
06085512029,Census Tract 5120.29; Santa Clara County; California,8115,180725,1.7,0.67,34,6,0,7,0.17647058823529413,0.7393715341959335,1.27
06085511905,Census Tract 5119.05; Santa Clara County; California,3084,250001,0.7,1.77,14,2,0,4,0.14285714285714285,0.648508430609598,1.2429
06085510400,Census Tract 5104; Santa Clara County; California,3495,250001,1.7,0.62,16,3,0,6,0.1875,0.8583690987124464,1.215
